Algorithm: MVA
Ni for Peticiones 	Class 	Throughput (Usuarios) 	Residence time (Usuarios) 	Utilization (Usuarios)	Throughput (Sistema) 	Residence time (Sistema) 	Utilization (Sistema)
5.0	 Peticiones	 5.276671847412748	 0.9	 4.7490046626714735	 5.276671847412748	 0.04756697869161498	 0.25064191275210557
10.0	 Peticiones	 10.552375384685483	 0.9	 9.497137846216935	 10.552375384685483	 0.047653929608385714	 0.5012378307725605
15.0	 Peticiones	 15.827047354023767	 0.9	 14.24434261862139	 15.827047354023767	 0.04774468443013118	 0.751784749316129
20.0	 Peticiones	 21.100618919552616	 0.9	 18.990557027597355	 21.100618919552616	 0.0478394959053669	 1.0022793986787495
25.0	 Peticiones	 26.373015045006962	 0.9	 23.735713540506268	 26.373015045006962	 0.04793863945158184	 1.2527182146378308
30.0	 Peticiones	 31.644153787123635	 0.9	 28.479738408411272	 31.644153787123635	 0.048042415727588106	 1.5030973048883727
35.0	 Peticiones	 36.91394549126036	 0.9	 33.22255094213432	 36.91394549126036	 0.0481511535602852	 1.7534124108348672
40.0	 Peticiones	 42.18229187327913	 0.9	 37.96406268595121	 42.18229187327913	 0.04826521328345526	 2.0036588639807587
45.0	 Peticiones	 47.44908496872103	 0.9	 42.70417647184893	 47.44908496872103	 0.04838499055702549	 2.2538315360142493
50.0	 Peticiones	 52.714205926644134	 0.9	 47.44278533397972	 52.714205926644134	 0.04851092074836215	 2.5039247815155967
55.0	 Peticiones	 57.977523621041115	 0.9	 52.179771258937	 57.977523621041115	 0.048643483973149174	 2.7539323719994533
60.0	 Peticiones	 63.238893047302014	 0.9	 56.91500374257181	 63.238893047302014	 0.04878321091295257	 3.003847419746846
65.0	 Peticiones	 68.49815346449111	 0.9	 61.648338118042	 68.49815346449111	 0.04893068955056537	 3.2536622895633283
70.0	 Peticiones	 73.75512623594689	 0.9	 66.3796136123522	 73.75512623594689	 0.04908657299380067	 3.503368496207478
75.0	 Peticiones	 79.00961231048178	 0.9	 71.10865107943361	 79.00961231048178	 0.04925158859500125	 3.752956584747885
80.0	 Peticiones	 84.26138927372764	 0.9	 75.83525034635488	 84.26138927372764	 0.04942654861903244	 4.0024159905020635
85.0	 Peticiones	 89.51020788326333	 0.9	 80.559187094937	 89.51020788326333	 0.049612362769334464	 4.251734874455009
90.0	 Peticiones	 94.75578798118477	 0.9	 85.28020918306629	 94.75578798118477	 0.04981005295286958	 4.500899929106277
