Algorithm: MVA
D for Peticiones at Sistema [s] 	Class 	Throughput (Usuarios) 	Residence time (Usuarios) 	Utilization (Usuarios)	Throughput (Sistema) 	Residence time (Sistema) 	Utilization (Sistema)
0.009350999999999979	 Peticiones	 109.95981270848326	 0.9	 98.96383143763494	 109.95981270848326	 0.009423156850149144	 1.0282342086370246
0.015800275862068943	 Peticiones	 109.16812378562237	 0.9	 98.25131140706013	 109.16812378562237	 0.016018307655207384	 1.7248864711573237
0.02224955172413791	 Peticiones	 108.37658039593059	 0.9	 97.53892235633754	 108.37658039593059	 0.022708574441742305	 2.411330331204448
0.02869882758620687	 Peticiones	 107.58327832775218	 0.9	 96.82495049497696	 107.58327832775218	 0.029512481441123697	 3.0875139558870663
0.03514810344827584	 Peticiones	 106.78587547005517	 0.9	 96.10728792304965	 106.78587547005517	 0.036453435998114965	 3.7533209978362008
0.04159737931034481	 Peticiones	 105.98145059465716	 0.9	 95.38330553519145	 105.98145059465716	 0.043561344357002894	 4.408550600246523
0.04804665517241377	 Peticiones	 105.16630965143767	 0.9	 94.64967868629391	 105.16630965143767	 0.050874860318282145	 5.052889415577916
0.054495931034482734	 Peticiones	 104.3357184621249	 0.9	 93.90214661591241	 104.3357184621249	 0.05844454299992357	 5.6858721177451645
0.0609452068965517	 Peticiones	 103.48353276130874	 0.9	 93.13517948517787	 103.48353276130874	 0.06633732277633274	 6.306825314524048
0.06739448275862067	 Peticiones	 102.60168726027904	 0.9	 92.34151853425114	 102.60168726027904	 0.07464284136303616	 6.914787643068267
0.07384375862068963	 Peticiones	 101.67949740751335	 0.9	 91.51154766676201	 101.67949740751335	 0.08348243795125948	 7.508396263233454
0.0802930344827586	 Peticiones	 100.70272853472726	 0.9	 90.63245568125453	 100.70272853472726	 0.09302175278711614	 8.085727654746734
0.08674231034482756	 Peticiones	 99.65241606674434	 0.9	 89.68717446006991	 99.65241606674434	 0.10348796293130372	 8.644080801073418
0.09319158620689652	 Peticiones	 98.50351753965147	 0.9	 88.65316578568633	 98.50351753965147	 0.11519217280485575	 9.179699046478973
0.0996408620689655	 Peticiones	 97.22371315571971	 0.9	 87.50134184014775	 97.22371315571971	 0.1285556553454568	 9.687454592381734
0.10609013793103446	 Peticiones	 95.7731347972219	 0.9	 86.1958213174997	 95.7731347972219	 0.144134142750235	 10.160585080724827
0.11253941379310342	 Peticiones	 94.10649994969944	 0.9	 84.6958499547295	 94.10649994969944	 0.1626258553176526	 10.590690338459892
0.11898868965517238	 Peticiones	 92.1797016150826	 0.9	 82.96173145357434	 92.1797016150826	 0.18483753199346242	 10.968341907983456
0.12543796551724135	 Peticiones	 89.9622645495298	 0.9	 80.96603809457683	 89.9622645495298	 0.21157717628310474	 11.284683438416863
0.13188724137931032	 Peticiones	 87.45369582532287	 0.9	 78.70832624279058	 87.45369582532287	 0.2434622522956228	 11.53402669082714
0.1383365172413793	 Peticiones	 84.69601894096836	 0.9	 76.22641704687152	 84.69601894096836	 0.2806930390635981	 11.716552284503456
0.14478579310344825	 Peticiones	 81.77201957427533	 0.9	 73.5948176168478	 81.77201957427533	 0.32291219564618645	 11.839426707732148
0.1512350689655172	 Peticiones	 78.78571776250068	 0.9	 70.90714598625061	 78.78571776250068	 0.3692655831536587	 11.915163459309564
0.15768434482758617	 Peticiones	 75.83493757894577	 0.9	 68.2514438210512	 75.83493757894577	 0.4186534227169094	 11.957982447176958
0.16413362068965515	 Peticiones	 72.99139907295044	 0.9	 65.6922591656554	 72.99139907295044	 0.4700244312354682	 11.980342609046893
0.1705828965517241	 Peticiones	 70.29565958219733	 0.9	 63.266093623977596	 70.29565958219733	 0.522562937660029	 11.99123722654518
0.17703217241379307	 Peticiones	 67.76308249888929	 0.9	 60.98677424900036	 67.76308249888929	 0.5757297972924872	 11.996245704233452
0.18348144827586205	 Peticiones	 65.39321488743965	 0.9	 58.85389339869569	 65.39321488743965	 0.6292106401578278	 11.99844177496209
0.189930724137931	 Peticiones	 63.17760933169482	 0.9	 56.85984839852534	 63.17760933169482	 0.6828392536188007	 11.999369089672104
0.19637999999999997	 Peticiones	 61.10474241891799	 0.9	 54.99426817702619	 61.10474241891799	 0.736534187713719	 11.999749316227113
