Algorithm: MVA
D for Peticiones at Sistema [s] 	Class 	Throughput (Usuarios) 	Residence time (Usuarios) 	Utilization (Usuarios)	Throughput (Sistema) 	Residence time (Sistema) 	Utilization (Sistema)
0.009350999999999979	 Peticiones	 164.9321457032945	 0.9	 148.43893113296505	 164.9321457032945	 0.00946491577113919	 1.5422804944715036
0.015800275862068943	 Peticiones	 163.72717535673164	 0.9	 147.35445782105847	 163.72717535673164	 0.016158235022239863	 2.586934536753696
0.02224955172413791	 Peticiones	 162.50679343717962	 0.9	 146.25611409346166	 162.50679343717962	 0.023038334751129142	 3.615703306104323
0.02869882758620687	 Peticiones	 161.26012358277714	 0.9	 145.13411122449943	 161.26012358277714	 0.030174160030349003	 4.627976483232533
0.03514810344827584	 Peticiones	 159.97074884721633	 0.9	 143.9736739624947	 159.97074884721633	 0.03767142481317552	 5.622668429180113
0.04159737931034481	 Peticiones	 158.61283972349722	 0.9	 142.7515557511475	 158.61283972349722	 0.045698975325631906	 6.597878457469241
0.04804665517241377	 Peticiones	 157.14391076780737	 0.9	 141.42951969102663	 157.14391076780737	 0.05453905446986702	 7.5502392931054
0.054495931034482734	 Peticiones	 155.49089110794228	 0.9	 139.94180199714805	 155.49089110794228	 0.06468673458093119	 8.473620878308687
0.0609452068965517	 Peticiones	 153.52339075079774	 0.9	 138.17105167571796	 153.52339075079774	 0.07704981153968274	 9.356514812767522
0.06739448275862067	 Peticiones	 151.00660075224934	 0.9	 135.9059406770244	 151.00660075224934	 0.0933340612447742	 10.177011750835383
0.07384375862068963	 Peticiones	 147.54437854046228	 0.9	 132.78994068641606	 147.54437854046228	 0.11664327359557311	 10.895231474781557
0.0802930344827586	 Peticiones	 142.6183755030156	 0.9	 128.35653795271406	 142.6183755030156	 0.15175787812018854	 11.451262142138647
0.08674231034482756	 Peticiones	 135.9732150824835	 0.9	 122.37589357423516	 135.9732150824835	 0.20315844123423565	 11.794630821268772
0.09319158620689652	 Peticiones	 128.18048139802298	 0.9	 115.36243325822068	 128.18048139802298	 0.2702249700110237	 11.945342382245354
0.0996408620689655	 Peticiones	 120.32784475227685	 0.9	 108.29506027704916	 120.32784475227685	 0.34659425512698455	 11.989570182017511
0.10609013793103446	 Peticiones	 113.09708150866936	 0.9	 101.78737335780242	 113.09708150866936	 0.4262941713354635	 11.998484976852179
0.11253941379310342	 Peticiones	 106.62771308341826	 0.9	 95.96494177507644	 106.62771308341826	 0.5067637358277601	 11.999820324507114
0.11898868965517238	 Peticiones	 100.84976632635626	 0.9	 90.76478969372063	 100.84976632635626	 0.5873609078536728	 11.99998154720346
0.12543796551724135	 Peticiones	 95.66480318349178	 0.9	 86.0983228651426	 95.66480318349178	 0.6679747933238256	 11.999998282944523
0.13188724137931032	 Peticiones	 90.9868136197128	 0.9	 81.88813225774153	 90.9868136197128	 0.7485905378216439	 11.999999850197383
0.1383365172413793	 Peticiones	 86.74499132058932	 0.9	 78.0704921885304	 86.74499132058932	 0.8292064673294492	 11.999999987424001
0.14478579310344825	 Peticiones	 82.88105995586115	 0.9	 74.59295396027504	 82.88105995586115	 0.9098224139493811	 11.999999998963801
0.1512350689655172	 Peticiones	 79.34667588673514	 0.9	 71.41200829806164	 79.34667588673514	 0.9904383620823667	 11.99999999991493
0.15768434482758617	 Peticiones	 76.10140380843701	 0.9	 68.49126342759331	 76.10140380843701	 1.0710543103459835	 11.999999999992962
0.16413362068965515	 Peticiones	 73.11116363349518	 0.9	 65.80004727014567	 73.11116363349518	 1.1516702586207905	 11.999999999999407
0.1705828965517241	 Peticiones	 70.34702917218497	 0.9	 63.31232625496648	 70.34702917218497	 1.2322862068965608	 11.999999999999947
0.17703217241379307	 Peticiones	 67.78428935476951	 0.9	 61.00586041929256	 67.78428935476951	 1.312902155172414	 11.999999999999995
0.18348144827586205	 Peticiones	 65.40170743561033	 0.9	 58.8615366920493	 65.40170743561033	 1.3935181034482758	 12.0
0.189930724137931	 Peticiones	 63.18093112352581	 0.9	 56.86283801117323	 63.18093112352581	 1.4741340517241375	 12.0
0.19637999999999997	 Peticiones	 61.10601894286588	 0.9	 54.99541704857929	 61.10601894286588	 1.5547499999999996	 12.0
