Algorithm: MVA
Ni for Peticiones 	Class 	Throughput (Usuarios) 	Residence time (Usuarios) 	Utilization (Usuarios)	Throughput (Sistema) 	Residence time (Sistema) 	Utilization (Sistema)
5.0	 Peticiones	 5.213207753425154	 0.9	 4.691886978082639	 5.213207753425154	 0.059102386954543736	 0.30757925745208403
11.0	 Peticiones	 11.467123255062447	 0.9	 10.320410929556202	 11.467123255062447	 0.05926412887763937	 0.6765602720486843
17.0	 Peticiones	 17.718733591331855	 0.9	 15.94686023219867	 17.718733591331855	 0.05943651460037386	 1.0454052818885795
23.0	 Peticiones	 23.967805188818883	 0.9	 21.571024669936996	 23.967805188818883	 0.05962061685688387	 1.414100506140314
30.0	 Peticiones	 31.254823399790116	 0.9	 28.129341059811104	 31.254823399790116	 0.05985184802552606	 1.8440345805876168
36.0	 Peticiones	 37.497431684553476	 0.9	 33.74768851609813	 37.497431684553476	 0.060065753378775455	 2.2123484693886546
42.0	 Peticiones	 43.73652033476017	 0.9	 39.36286830128416	 43.73652033476017	 0.06029587352928817	 2.58045469975085
48.0	 Peticiones	 49.97167789982479	 0.9	 44.97451010984231	 49.97167789982479	 0.060544092520221214	 2.9483289960896624
54.0	 Peticiones	 56.20242742479107	 0.9	 50.58218468231196	 56.20242742479107	 0.06081259252123384	 3.315943218062673
60.0	 Peticiones	 62.42821314672642	 0.9	 56.18539183205378	 62.42821314672642	 0.061103914010491776	 3.6832645756568585
67.0	 Peticiones	 69.6844811471934	 0.9	 62.71603303247406	 69.6844811471934	 0.06147662861228712	 4.11138438768441
73.0	 Peticiones	 75.89712148566522	 0.9	 68.3074093370987	 75.89712148566522	 0.06182830878227161	 4.477930167654248
79.0	 Peticiones	 82.10230126105834	 0.9	 73.89207113495252	 82.10230126105834	 0.062214198464497925	 4.844035774402442
85.0	 Peticiones	 88.298900241453	 0.9	 79.4690102173077	 88.298900241453	 0.06263939604647208	 5.209635114245727
91.0	 Peticiones	 94.48556955342463	 0.9	 85.03701259808217	 94.48556955342463	 0.06311003288757441	 5.574648603652053
97.0	 Peticiones	 100.66067238444509	 0.9	 90.59460514600059	 100.66067238444509	 0.06363353931847204	 5.93897967068226
104.0	 Peticiones	 107.84764349893288	 0.9	 97.0628791490396	 107.84764349893288	 0.06432334194700357	 6.36301096643704
110.0	 Peticiones	 113.99018154560582	 0.9	 102.59116339104524	 113.99018154560582	 0.06499539266011778	 6.7254207111907425
116.0	 Peticiones	 120.11301276928387	 0.9	 108.10171149235549	 120.11301276928387	 0.06575714259050137	 7.086667753387749
122.0	 Peticiones	 126.2121044476219	 0.9	 113.59089400285971	 126.2121044476219	 0.06662677905533275	 7.4465141624096916
128.0	 Peticiones	 132.28231789606053	 0.9	 119.05408610645448	 132.28231789606053	 0.06762743529013966	 7.804656755867571
134.0	 Peticiones	 138.31703191013128	 0.9	 124.48532871911816	 138.31703191013128	 0.0687888624378798	 8.160704882697745
141.0	 Peticiones	 145.3010069385778	 0.9	 130.77090624472004	 145.3010069385778	 0.07039933150362855	 8.57275940937609
147.0	 Peticiones	 151.22547836813393	 0.9	 136.10293053132054	 151.22547836813393	 0.07205842286808517	 8.9223032237199
153.0	 Peticiones	 157.07627476414103	 0.9	 141.36864728772693	 157.07627476414103	 0.0740490741185337	 9.26750021108432
159.0	 Peticiones	 162.8318941301062	 0.9	 146.5487047170956	 162.8318941301062	 0.07646717708114084	 9.607081753676265
165.0	 Peticiones	 168.46309812478003	 0.9	 151.61678831230202	 168.46309812478003	 0.0794429868420505	 9.939322789362022
171.0	 Peticiones	 173.92998539441106	 0.9	 156.53698685496997	 173.92998539441106	 0.0831542250304517	 10.261869138270253
178.0	 Peticiones	 180.02695631243043	 0.9	 162.0242606811874	 180.02695631243043	 0.08874081774224554	 10.621590422433394
184.0	 Peticiones	 184.92687902670804	 0.9	 166.43419112403723	 184.92687902670804	 0.09498786205885085	 10.910685862575773
190.0	 Peticiones	 189.42363017458214	 0.9	 170.48126715712394	 189.42363017458214	 0.10304275567354848	 11.175994180300346
196.0	 Peticiones	 193.40059687746034	 0.9	 174.06053718971432	 193.40059687746034	 0.11344051241055189	 11.41063521577016
202.0	 Peticiones	 196.73640197758277	 0.9	 177.0627617798245	 196.73640197758277	 0.1267545709360742	 11.607447716677383
208.0	 Peticiones	 199.33572258267364	 0.9	 179.40215032440628	 199.33572258267364	 0.14346575367961387	 11.760807632377745
215.0	 Peticiones	 201.4077830054827	 0.9	 181.26700470493444	 201.4077830054827	 0.16748605635635896	 11.88305919732348
221.0	 Peticiones	 202.4545043759672	 0.9	 182.2090539383705	 202.4545043759672	 0.19160327492438994	 11.944815758182063
227.0	 Peticiones	 203.0063223561409	 0.9	 182.70569012052684	 203.0063223561409	 0.21819177533676093	 11.977373019012314
233.0	 Peticiones	 203.25416265078525	 0.9	 182.92874638570672	 203.25416265078525	 0.2463479859958473	 11.991995596396329
239.0	 Peticiones	 203.34851436901823	 0.9	 183.0136629321164	 203.34851436901823	 0.2753220855416957	 11.997562347772075
245.0	 Peticiones	 203.37898766401997	 0.9	 183.04108889761798	 203.37898766401997	 0.30464755387974257	 11.999360272177178
252.0	 Peticiones	 203.38793735419563	 0.9	 183.04914361877607	 203.38793735419563	 0.3390115327299257	 11.99988830389754
258.0	 Peticiones	 203.38946711124578	 0.9	 183.0505204001212	 203.38946711124578	 0.36850226643685785	 11.9999785595635
264.0	 Peticiones	 203.3897698210923	 0.9	 183.05079283898309	 203.3897698210923	 0.3980003872968746	 11.999996419444445
270.0	 Peticiones	 203.38982166339466	 0.9	 183.0508394970552	 203.38982166339466	 0.4275000577307334	 11.999999478140285
276.0	 Peticiones	 203.389829379974	 0.9	 183.0508464419766	 203.389829379974	 0.457000007529262	 11.999999933418465
282.0	 Peticiones	 203.3898303820729	 0.9	 183.0508473438656	 203.3898303820729	 0.486500000861675	 11.9999999925423
288.0	 Peticiones	 203.38983049601063	 0.9	 183.05084744640956	 203.38983049601063	 0.516000000086774	 11.999999999264627
295.0	 Peticiones	 203.38983050776102	 0.9	 183.0508474569849	 203.38983050776102	 0.5504166666717555	 11.999999999957899
301.0	 Peticiones	 203.3898305084207	 0.9	 183.0508474575786	 203.3898305084207	 0.5799166666670588	 11.99999999999682
307.0	 Peticiones	 203.389830508471	 0.9	 183.0508474576239	 203.389830508471	 0.6094166666666935	 11.999999999999789
313.0	 Peticiones	 203.38983050847438	 0.9	 183.05084745762693	 203.38983050847438	 0.6389166666666684	 11.999999999999988
319.0	 Peticiones	 203.38983050847455	 0.9	 183.0508474576271	 203.38983050847455	 0.6684166666666669	 11.999999999999996
325.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 0.6979166666666666	 12.0
332.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 0.7323333333333334	 11.999999999999998
338.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 0.7618333333333331	 12.0
344.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 0.7913333333333334	 11.999999999999998
350.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 0.8208333333333333	 12.0
356.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 0.8503333333333332	 12.0
362.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 0.8798333333333335	 11.999999999999998
369.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 0.9142500000000001	 11.999999999999998
375.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 0.9437500000000001	 11.999999999999998
381.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 0.97325	 12.0
387.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.00275	 11.999999999999998
393.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.0322500000000001	 11.999999999999998
399.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.0617499999999997	 11.999999999999998
406.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.0961666666666665	 12.0
412.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.1256666666666666	 12.0
418.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.1551666666666665	 11.999999999999998
424.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.1846666666666665	 11.999999999999998
430.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.2141666666666664	 12.0
436.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.2436666666666663	 12.0
443.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.2780833333333332	 11.999999999999998
449.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.307583333333333	 12.0
455.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.3370833333333332	 12.0
461.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.366583333333333	 12.0
467.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.3960833333333331	 11.999999999999998
473.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.4255833333333334	 11.999999999999998
480.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.4599999999999997	 11.999999999999998
486.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.4894999999999998	 11.999999999999998
492.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.5190000000000001	 11.999999999999998
498.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.5484999999999998	 12.0
504.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.5779999999999998	 12.0
510.0	 Peticiones	 203.38983050847455	 0.9	 183.0508474576271	 203.38983050847455	 1.6075000000000002	 11.999999999999996
517.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.6419166666666665	 12.0
523.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.6714166666666666	 12.0
529.0	 Peticiones	 203.38983050847463	 0.9	 183.05084745762719	 203.38983050847463	 1.7009166666666662	 12.000000000000004
535.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.7304166666666667	 11.999999999999998
541.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.7599166666666668	 11.999999999999998
547.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.7894166666666662	 12.0
553.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.8189166666666667	 11.999999999999998
560.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.8533333333333328	 12.0
566.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 1.8828333333333331	 12.0
572.0	 Peticiones	 203.38983050847455	 0.9	 183.0508474576271	 203.38983050847455	 1.9123333333333334	 11.999999999999996
578.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.941833333333333	 11.999999999999998
584.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 1.9713333333333334	 11.999999999999998
590.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.000833333333333	 12.0
597.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.03525	 11.999999999999998
603.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.06475	 11.999999999999998
609.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.0942499999999997	 12.0
615.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.12375	 12.0
621.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.15325	 12.0
627.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.18275	 11.999999999999998
634.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.2171666666666665	 12.0
640.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.2466666666666666	 11.999999999999998
646.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.2761666666666667	 11.999999999999998
652.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.3056666666666668	 11.999999999999998
658.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.3351666666666664	 12.0
664.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.3646666666666665	 12.0
671.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.3990833333333335	 11.999999999999998
677.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.428583333333333	 12.0
683.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.458083333333333	 12.0
689.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.4875833333333333	 11.999999999999998
695.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.5170833333333333	 11.999999999999998
701.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.5465833333333334	 11.999999999999998
708.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.581	 11.999999999999998
714.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.6104999999999996	 12.0
720.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.6399999999999997	 12.0
726.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.6694999999999998	 12.0
732.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.699	 12.0
738.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.7285	 11.999999999999998
745.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.7629166666666665	 12.0
751.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.7924166666666665	 11.999999999999998
757.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.821916666666666	 12.0
763.0	 Peticiones	 203.38983050847455	 0.9	 183.0508474576271	 203.38983050847455	 2.851416666666667	 11.999999999999996
769.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.8809166666666663	 12.0
775.0	 Peticiones	 203.3898305084746	 0.9	 183.05084745762716	 203.3898305084746	 2.9104166666666664	 12.0
782.0	 Peticiones	 203.38983050847457	 0.9	 183.05084745762713	 203.38983050847457	 2.9448333333333334	 11.999999999999998
