"(PDH-TSV 4.0) (Hora estándar romance)(-60)"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\% de tiempo de disco"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\% de tiempo inactivo"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\Bytes de disco/s"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\Promedio de segundos de disco/transferencia"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\Transferencias de disco/s"	"\\GI-AN-B3_08\Interfaz de red(Controladora Realtek PCIe GBE Family)\Ancho de banda actual"	"\\GI-AN-B3_08\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Ancho de banda actual"	"\\GI-AN-B3_08\Interfaz de red(Controladora Realtek PCIe GBE Family)\Paquetes/s"	"\\GI-AN-B3_08\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Paquetes/s"	"\\GI-AN-B3_08\Interfaz de red(Controladora Realtek PCIe GBE Family)\Total de bytes/s"	"\\GI-AN-B3_08\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Total de bytes/s"	"\\GI-AN-B3_08\Memoria\Bytes confirmados"	"\\GI-AN-B3_08\Memoria\Bytes de caché"	"\\GI-AN-B3_08\Memoria\Bytes disponibles"	"\\GI-AN-B3_08\Memoria\Errores de caché/s"	"\\GI-AN-B3_08\Memoria\Errores de página/s"	"\\GI-AN-B3_08\Memoria\Páginas/s"	"\\GI-AN-B3_08\Procesador(_Total)\% de tiempo de DPC"	"\\GI-AN-B3_08\Procesador(_Total)\% de tiempo de interrupción"	"\\GI-AN-B3_08\Procesador(_Total)\% de tiempo de procesador"	"\\GI-AN-B3_08\Procesador(_Total)\% de tiempo inactivo"	"\\GI-AN-B3_08\Sistema\Cambios de contexto/s"	"\\GI-AN-B3_08\Sistema\Llamadas al sistema/s"
"01/09/2023 10:42:35.062"	"41.14351315547939"	"70.197271893430127"	"9221767.3946545962"	"0.00070414487659579549"	"584.29639804540977"	"1000000000"	"100000"	"459.1621089994153"	"0"	"147908.72965236549"	"0"	"1420726272"	"61558784"	"15914803200"	"846.67474604507572"	"1102.9982090909032"	"42.384194676869107"	"1.1826060525266529"	"0"	"4.6027047343902172"	"91.799523615236197"	"2416.9082440738457"	"1898.2064330283522"
"01/09/2023 10:42:36.070"	"50.404041617691696"	"64.226426553039772"	"9670732.0427531507"	"0.00084318955848076776"	"597.82678284139604"	"1000000000"	"100000"	"433.97060482008317"	"0"	"139520.05984803836"	"0"	"1419599872"	"60469248"	"15916056576"	"1001.0122875483842"	"1296.946475732331"	"39.722709823348573"	"3.103085698488703"	"0"	"6.5195482979649384"	"91.776276755921998"	"2384.3556571464983"	"1742.8338934994188"
"01/09/2023 10:42:37.060"	"46.192794146193933"	"65.029278822067596"	"10286572.96659329"	"0.00072634913302309259"	"635.9177341231831"	"1000000000"	"100000"	"506.71540084101258"	"0"	"173490.47058754956"	"0"	"1419894784"	"64389120"	"15912267776"	"965.98931992997825"	"1506.0146973203005"	"32.300583320542636"	"1.1829635402981151"	"0"	"5.7576350096963491"	"91.211386846783569"	"2519.4454990023255"	"1915.828348199685"
"01/09/2023 10:42:38.071"	"42.084797552135228"	"67.367341108614298"	"9488532.6100906357"	"0.00069042212635480932"	"609.56272941666464"	"1000000000"	"100000"	"446.28699832291522"	"0"	"148586.85259462451"	"0"	"1420382208"	"62771200"	"15914184704"	"953.92608954166349"	"1335.8923453124955"	"66.299842322916447"	"4.2518905256958215"	"0.38653100446308636"	"8.0044433946608979"	"91.892674959406918"	"2316.5362817604091"	"1742.5973482187442"
"01/09/2023 10:42:39.063"	"76.980873655783881"	"48.56802467582331"	"12994708.326592505"	"0.00098262524935265462"	"783.42940954998176"	"1000000000"	"100000"	"574.71655526832637"	"0"	"186052.88960954946"	"0"	"1421160448"	"62304256"	"15914811392"	"1258.3267736401251"	"2403.7267855433161"	"108.89366310347236"	"3.9385270166064932"	"0.39385774297523063"	"9.4138786180506528"	"88.943923239734275"	"3369.6539082574504"	"2250.469037471762"
"01/09/2023 10:42:40.064"	"48.776190107073873"	"60.852867116996535"	"10510465.37696152"	"0.00075705432474203866"	"644.25471898836076"	"1000000000"	"100000"	"464.46270438695774"	"0"	"151998.16683307721"	"0"	"1421217792"	"65347584"	"15911923712"	"997.84568103778656"	"1340.4493533060156"	"37.956091971407297"	"2.731366756194566"	"0"	"6.7435105591511446"	"91.247875343920583"	"2396.2280168264765"	"1849.8600613433241"
"01/09/2023 10:42:41.076"	"47.492243624840306"	"63.372370002204256"	"10923989.793651352"	"0.00068995710981890239"	"688.35097867573279"	"1000000000"	"100000"	"537.24954433227924"	"0"	"173318.28314731191"	"0"	"1420111872"	"64049152"	"15913398272"	"1041.9085832179312"	"1381.6399127221666"	"40.491234039748988"	"1.1573037125523313"	"0.38576461228394932"	"5.8722297672573864"	"90.861579811856046"	"2667.4834912527322"	"2019.6237466167481"
"01/09/2023 10:42:42.072"	"49.972699727418899"	"63.273990836062943"	"11644853.435271544"	"0.00070014056485806172"	"713.75708218832654"	"1000000000"	"100000"	"559.15990826849213"	"0"	"190853.22283729381"	"0"	"1419825152"	"62676992"	"15914770432"	"1072.1414399115793"	"1761.8054560344769"	"77.29858695991723"	"1.5685484797929294"	"0"	"15.298382091181805"	"90.062620470797441"	"3025.6875467167597"	"2105.1316474668365"
"01/09/2023 10:42:43.070"	"45.962172049524838"	"66.727368016925794"	"10043122.743870234"	"0.00071737094423064435"	"640.68124901495969"	"1000000000"	"100000"	"530.39183212662556"	"0"	"185250.12565414712"	"0"	"1420324864"	"60469248"	"15917068288"	"992.60475199500809"	"1483.893972679406"	"45.118397817954914"	"4.3083319772286712"	"0"	"7.1751322189511964"	"91.206225267383232"	"2755.2301600831133"	"1937.0832129841974"
"01/09/2023 10:42:44.069"	"34.5462574687648"	"74.435029124706091"	"7620284.0184655068"	"0.00071195895669054032"	"485.24019248650438"	"1000000000"	"100000"	"373.18472535560028"	"0"	"124365.56059142771"	"0"	"1420804096"	"63389696"	"15914287104"	"713.35310771727347"	"909.45017519635564"	"34.016838236167317"	"1.1724217416716305"	"0"	"7.769096136641906"	"93.484343732160355"	"1921.9513603434534"	"1452.7190917327925"
