"(PDH-TSV 4.0) (Hora de verano romance)(-120)"	"\\GI-AN-B3_14\Disco físico(_Total)\% de tiempo inactivo"	"\\GI-AN-B3_14\Disco físico(_Total)\Longitud promedio de la cola de disco"	"\\GI-AN-B3_14\Disco físico(_Total)\Transferencias de disco/s"	"\\GI-AN-B3_14\Disco físico(_Total)\Promedio de segundos de disco/transferencia"	"\\GI-AN-B3_14\Disco físico(_Total)\Promedio de bytes de disco/transferencia"	"\\GI-AN-B3_14\Interfaz de red(Controladora Realtek PCIe GBE Family)\Ancho de banda actual"	"\\GI-AN-B3_14\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Ancho de banda actual"	"\\GI-AN-B3_14\Interfaz de red(Controladora Realtek PCIe GBE Family)\Total de bytes/s"	"\\GI-AN-B3_14\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Total de bytes/s"	"\\GI-AN-B3_14\Memoria\Bytes disponibles"	"\\GI-AN-B3_14\Memoria\Bytes de caché"	"\\GI-AN-B3_14\Memoria\Páginas/s"	"\\GI-AN-B3_14\Memoria\Errores de página/s"	"\\GI-AN-B3_14\Procesador(_Total)\% de tiempo de procesador"
"10/07/2022 11:22:25.230"	" "	" "	" "	" "	" "	"1000000000"	"100000"	" "	" "	"15910473728"	"50061312"	" "	" "	" "
"10/07/2022 11:22:26.245"	"98.544559034880606"	"0.037411391611223969"	"15.97297520613515"	"0.0023750141152678438"	"4224"	"1000000000"	"100000"	"0"	"0"	"15912300544"	"48234496"	"0"	"212.64023243167418"	"2.3181181203650536"
"10/07/2022 11:22:27.239"	"69.27745944541401"	"1.6201304759031379"	"821.30747473077588"	"0.0019729165090964975"	"108308.07843137255"	"1000000000"	"100000"	"833751.89337976032"	"0"	"15704895488"	"56258560"	"4.0260170329939999"	"73169.840061891198"	"54.39955140731665"
"10/07/2022 11:22:28.241"	"56.625706424765724"	"2.5586060848917747"	"1096.2381337700922"	"0.0023317273424870262"	"117689.25090909092"	"1000000000"	"100000"	"90078.884032010086"	"0"	"15674601472"	"109314048"	"6.976060851264223"	"31377.325128864864"	"59.474688214461246"
"10/07/2022 11:22:29.232"	"56.886049472636479"	"2.1622454555029114"	"1109.584962423565"	"0.001950182082280479"	"119645.72677595628"	"1000000000"	"100000"	"91341.680859327127"	"0"	"15719809024"	"85098496"	"10.105509675988753"	"32294.177271557255"	"67.655431398413285"
"10/07/2022 11:22:30.233"	"57.472240398399613"	"2.0601295697823687"	"1095.1069648886732"	"0.001881569242844482"	"118559.76642335767"	"1000000000"	"100000"	"99588.787582531091"	"0"	"15757541376"	"67510272"	"27.977185234382166"	"32910.162502315907"	"63.318115294129406"
"10/07/2022 11:22:31.229"	"57.675896683327366"	"2.0860661857381633"	"1050.6874600000258"	"0.0019854824133187553"	"121827.63705826169"	"1000000000"	"100000"	"99984.903906057851"	"0"	"15726837760"	"121139200"	"23.081004374403623"	"31611.944295569065"	"63.152904195895147"
"10/07/2022 11:22:32.237"	"57.997577082739738"	"2.0021271732840376"	"1005.2490622295047"	"0.0019915103206625297"	"122920.43435340573"	"1000000000"	"100000"	"162419.66881858587"	"0"	"15753744384"	"103895040"	"15.877576501157034"	"32229.495600286133"	"57.356547052122295"
"10/07/2022 11:22:33.223"	"56.91937599213599"	"1.9863752316229883"	"1073.2642040365267"	"0.0018505193086891685"	"115376.46836638339"	"1000000000"	"100000"	"395520.66225128528"	"0"	"15856701440"	"88379392"	"13.175103543413455"	"31132.769673085993"	"59.613901038435245"
"10/07/2022 11:22:34.234"	"58.090003839688407"	"2.0312456251939754"	"928.89094593326547"	"0.0021841489719361721"	"118387.47234042553"	"1000000000"	"100000"	"308093.36312891665"	"0"	"15864483840"	"63262720"	"5.9290911442548859"	"35999.465064200915"	"55.942766184346006"
"10/07/2022 11:22:35.231"	"56.601122890816683"	"2.7277516595001683"	"1170.7002869748492"	"0.0023333047172850634"	"109941.56223175966"	"1000000000"	"100000"	"522662.91146848467"	"0"	"15755145216"	"111190016"	"19.09296605366707"	"48176.577818152982"	"54.529946263804078"
"10/07/2022 11:22:36.231"	"57.378652821811073"	"2.1452888072188232"	"1040.7108758079548"	"0.0020613834970747546"	"118031.00096061479"	"1000000000"	"100000"	"488184.37547986594"	"0"	"15706361856"	"94150656"	"12.996389419311635"	"44854.538775096546"	"61.729653221797108"
"10/07/2022 11:22:37.227"	"57.336825166896588"	"1.9565281977738558"	"1051.8714719522275"	"0.001860018972056256"	"122962.07633587786"	"1000000000"	"100000"	"308961.14883799851"	"0"	"15710515200"	"80220160"	"44.162542715551538"	"33684.979456286936"	"57.65606456492867"
"10/07/2022 11:22:38.234"	"57.422906049850198"	"2.0668472928024064"	"1129.192173565413"	"0.0018274802041451906"	"120643.202809482"	"1000000000"	"100000"	"196647.97434569011"	"0"	"15720177664"	"65085440"	"107.07002172525425"	"34481.503940982111"	"61.988230637716967"
"10/07/2022 11:22:39.234"	"56.85042066009521"	"2.1732629129847383"	"1054.2002580781216"	"0.0020647339186139124"	"125480.88212927757"	"1000000000"	"100000"	"176548.48048308314"	"0"	"15661596672"	"120713216"	"10.020915000742601"	"33254.406429964321"	"60.916586465417645"
"10/07/2022 11:22:40.228"	"55.499764537305737"	"2.2468574786574198"	"968.14184139686313"	"0.0023138860047777557"	"110952.78756476684"	"1000000000"	"100000"	"386686.88726764329"	"0"	"15729577984"	"87629824"	"11.035813736130047"	"27847.371079432884"	"52.831992336393682"
