"(PDH-TSV 4.0) (Hora de verano romance)(-120)"	"\\GI-AN-B3_14\Disco físico(_Total)\% de tiempo inactivo"	"\\GI-AN-B3_14\Disco físico(_Total)\Longitud promedio de la cola de disco"	"\\GI-AN-B3_14\Disco físico(_Total)\Transferencias de disco/s"	"\\GI-AN-B3_14\Disco físico(_Total)\Promedio de segundos de disco/transferencia"	"\\GI-AN-B3_14\Disco físico(_Total)\Promedio de bytes de disco/transferencia"	"\\GI-AN-B3_14\Interfaz de red(Controladora Realtek PCIe GBE Family)\Ancho de banda actual"	"\\GI-AN-B3_14\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Ancho de banda actual"	"\\GI-AN-B3_14\Interfaz de red(Controladora Realtek PCIe GBE Family)\Total de bytes/s"	"\\GI-AN-B3_14\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Total de bytes/s"	"\\GI-AN-B3_14\Memoria\Bytes disponibles"	"\\GI-AN-B3_14\Memoria\Bytes de caché"	"\\GI-AN-B3_14\Memoria\Páginas/s"	"\\GI-AN-B3_14\Memoria\Errores de página/s"	"\\GI-AN-B3_14\Procesador(_Total)\% de tiempo de procesador"
"10/07/2022 10:48:44.134"	" "	" "	" "	" "	" "	"1000000000"	"100000"	" "	" "	"15933825024"	"48832512"	" "	" "	" "
"10/07/2022 10:48:45.130"	"99.956453819064322"	"0.00050191540958606235"	"5.0287234217604961"	"9.9961760456205467e-005"	"9011.2000000000007"	"1000000000"	"100000"	"0"	"0"	"15935012864"	"48836608"	"0"	"12.068936212225191"	"0.40116091026575207"
"10/07/2022 10:48:46.121"	"99.698558298607097"	"0.014933846088956884"	"9.0815864880997861"	"0.0016444643483978887"	"6599.1111111111113"	"1000000000"	"100000"	"0"	"0"	"15934529536"	"48836608"	"0"	"206.85835889560622"	"3.8255266652903352"
"10/07/2022 10:48:47.121"	"99.703833170684888"	"0.010098868926680212"	"8.9991714459022809"	"0.0011221994381838242"	"5461.333333333333"	"1000000000"	"100000"	"0"	"0"	"15934517248"	"48836608"	"0"	"14.998619076503802"	"3.1358487849360905"
"10/07/2022 10:48:48.135"	"92.420411619276237"	"0.29838491397439632"	"193.33815131060354"	"0.0015433680343706511"	"100728.16326530612"	"1000000000"	"100000"	"48715.295615436051"	"0"	"15916687360"	"57446400"	"0.98641913933981396"	"7355.7275220569927"	"12.14906974927381"
"10/07/2022 10:48:49.125"	"64.876272689532414"	"1.4546177044985729"	"1023.6523452465656"	"0.0014209072239257986"	"91667.187376725837"	"1000000000"	"100000"	"217617.98960100705"	"0"	"15898648576"	"75911168"	"6.0571144689145893"	"25974.925880862065"	"45.57677288095072"
"10/07/2022 10:48:50.115"	"58.766835986276625"	"2.1134643438764087"	"1045.7585386384919"	"0.0020212561427916118"	"116825.04347826086"	"1000000000"	"100000"	"248304.5032564342"	"0"	"15899881472"	"74747904"	"6.0623683399332862"	"36902.646479897237"	"55.801116135471851"
"10/07/2022 10:48:51.128"	"61.211848553419848"	"1.7900740492649299"	"1023.2712181712396"	"0.0017492766707899285"	"106914.68466730954"	"1000000000"	"100000"	"248488.14339664215"	"0"	"15921115136"	"53899264"	"6.9073274129206146"	"32856.182981145386"	"49.117589214320311"
"10/07/2022 10:48:52.113"	"61.846808759494046"	"1.4240553880992586"	"970.54229282996016"	"0.0014671546442007013"	"96821.556485355643"	"1000000000"	"100000"	"228578.95334710967"	"0"	"15885881344"	"89161728"	"5.0760580168930973"	"26420.88197792857"	"46.855554526721399"
"10/07/2022 10:48:53.123"	"64.32184543060265"	"1.4919259835089569"	"949.27088488096774"	"0.00156854176237246"	"105326.93333333333"	"1000000000"	"100000"	"191746.78580292498"	"0"	"15895777280"	"79544320"	"85.038850103920026"	"28917.164330686479"	"41.946116286208039"
"10/07/2022 10:48:54.111"	"64.351926520622868"	"1.2635642427508464"	"881.10146732071746"	"0.0014370543178749045"	"96032.110471806678"	"1000000000"	"100000"	"175216.5069823857"	"0"	"15915143168"	"60198912"	"5.0696286957463608"	"23363.890807216678"	"35.180105460260968"
"10/07/2022 10:48:55.123"	"65.03618526817796"	"1.3209734289054431"	"888.8632325469988"	"0.0014858885817748795"	"88941.795555555553"	"1000000000"	"100000"	"179111.86711310392"	"0"	"15880634368"	"92594176"	"4.9381290697055489"	"22429.969860416546"	"39.034750007284956"
"10/07/2022 10:48:56.109"	"64.039628273901712"	"1.5441748135753866"	"935.58663039840826"	"0.0016507594890911026"	"105709.67462039046"	"1000000000"	"100000"	"206742.321125132"	"0"	"15886090240"	"88088576"	"6.088416249881182"	"27525.729865712823"	"42.13783190754188"
"10/07/2022 10:48:57.111"	"63.181237412391845"	"1.3918330231391491"	"899.97842131442542"	"0.0015465628941537747"	"97604.682926829264"	"1000000000"	"100000"	"200479.67205621675"	"0"	"15903174656"	"71233536"	"4.9887939097251959"	"24852.175740687038"	"36.862413264857139"
"10/07/2022 10:48:58.112"	"64.087670093902986"	"1.4197622470358329"	"910.36158875262947"	"0.0015594951750307158"	"102256.12294182218"	"1000000000"	"100000"	"208783.58588154434"	"0"	"15921008640"	"53526528"	"4.9964960963371547"	"25993.771291584413"	"37.541254001731858"
"10/07/2022 10:48:59.119"	"65.440521092499111"	"1.2533826580831113"	"880.16899252129565"	"0.0014241535475346808"	"97319.295711060942"	"1000000000"	"100000"	"173552.23852308735"	"0"	"15885148160"	"89452544"	"4.9670936372533614"	"23692.043230971085"	"52.661660089338035"
