"(PDH-TSV 4.0) (Hora de verano romance)(-120)"	"\\WS-AN-B3_01\Disco físico(_Total)\% de tiempo inactivo"	"\\WS-AN-B3_01\Disco físico(_Total)\Longitud promedio de la cola de disco"	"\\WS-AN-B3_01\Disco físico(_Total)\Transferencias de disco/s"	"\\WS-AN-B3_01\Disco físico(_Total)\Promedio de segundos de disco/transferencia"	"\\WS-AN-B3_01\Disco físico(_Total)\Promedio de bytes de disco/transferencia"	"\\WS-AN-B3_01\Interfaz de red(Realtek Gaming 2.5GbE Family Controller)\Ancho de banda actual"	"\\WS-AN-B3_01\Interfaz de red(Realtek Gaming 2.5GbE Family Controller)\Total de bytes/s"	"\\WS-AN-B3_01\Memoria\Bytes disponibles"	"\\WS-AN-B3_01\Memoria\Bytes de caché"	"\\WS-AN-B3_01\Memoria\Páginas/s"	"\\WS-AN-B3_01\Memoria\Errores de página/s"	"\\WS-AN-B3_01\Procesador(_Total)\% de tiempo de procesador"
"10/06/2023 10:48:28.743"	" "	" "	" "	" "	" "	"2500000000"	" "	"15749218304"	"47898624"	" "	" "	" "
"10/06/2023 10:48:29.756"	"98.211062599881302"	"9.8684749396986841e-005"	"2.0040726634736159"	"4.9975209925511261e-005"	"4096"	"2500000000"	"0"	"15749222400"	"47902720"	"0"	"57.116070908998061"	"1.4437480152029725"
"10/06/2023 10:48:30.742"	"99.720826308692594"	"0.00020282889516666855"	"2.028278452734094"	"9.9950419851022523e-005"	"4096"	"2500000000"	"0"	"15749009408"	"47902720"	"0"	"1458.3322075158135"	"0.5662982753053436"
"10/06/2023 10:48:31.754"	"99.30602404494546"	"0.0013836428509447019"	"17.79054117108678"	"7.7783111100576164e-005"	"4266.666666666667"	"2500000000"	"0"	"15742525440"	"46190592"	"0"	"2797.0684174541993"	"1.425745126266309"
"10/06/2023 10:48:32.751"	"99.718714557738281"	"0.00030102248306823788"	"2.006747414719845"	"0.00014992562977653376"	"4096"	"2500000000"	"0"	"15742525440"	"46190592"	"0"	"1.0033737073599225"	"1.2269977432344481"
"10/06/2023 10:48:33.755"	"20.004199985840732"	"2.1855260601753019"	"1276.5558938651875"	"0.0017120906070373712"	"140762.45865834632"	"2500000000"	"275610.60814303416"	"15644508160"	"79552512"	"6.9702739914635821"	"25635.671987175705"	"75.884683006118465"
"10/06/2023 10:48:34.740"	"37.765784706796765"	"1.730483294403129"	"931.09897165018128"	"0.0018583421428442291"	"141256.16575790622"	"2500000000"	"169671.21086225583"	"15728898048"	"54349824"	"6.0922506323894092"	"5633.301084749407"	"49.093661786326692"
"10/06/2023 10:48:35.752"	"89.863082758091409"	"0.13215740242946394"	"93.839158609644699"	"0.0014084213894730187"	"91146.778947368424"	"2500000000"	"20800.684231598927"	"15736000512"	"47316992"	"0"	"1396.7217923582905"	"4.4428987669358762"
"10/06/2023 10:48:36.752"	"30.187020541072595"	"1.4756543529153672"	"936.85555344023714"	"0.0015716719372067492"	"128834.24920127795"	"2500000000"	"225863.00339488912"	"15685451776"	"68583424"	"4.988581221726502"	"16334.610352421259"	"47.140637219106473"
"10/06/2023 10:48:37.752"	"13.028672378284654"	"2.2696687207573549"	"1285.7403676371612"	"0.0017692128673727913"	"143896.34294621981"	"2500000000"	"283548.34184000693"	"15665422336"	"73310208"	"7.0149513433048547"	"16837.887495744024"	"74.091180108746912"
"10/06/2023 10:48:38.752"	"7.81918133171457"	"2.4780405491545037"	"1488.7318082514157"	"0.0016644055706623623"	"144526.3559435863"	"2500000000"	"358984.32976552221"	"15686557696"	"64114688"	"7.9985590772406487"	"15438.218838959107"	"78.387672810656724"
"10/06/2023 10:48:39.753"	"26.087258229160113"	"1.9446956124911272"	"1894.9356191046563"	"0.0010263324852014103"	"140452.81266490766"	"2500000000"	"363918.63577645208"	"15659573248"	"109744128"	"10.999626285040222"	"18606.367844158493"	"81.512363050643373"
"10/06/2023 10:48:40.753"	"33.176566225395668"	"1.7728165134908538"	"2432.7904800880751"	"0.00072872994433538475"	"136432.32223592274"	"2500000000"	"447527.45746448811"	"15670452224"	"105570304"	"12.998880493688853"	"26576.711126288923"	"89.584408013770584"
"10/06/2023 10:48:41.753"	"30.236737456028496"	"1.4814401526075336"	"2457.7291041716207"	"0.00060276657195934959"	"123239.94141578519"	"2500000000"	"419076.80851412623"	"15696977920"	"83226624"	"11.998677481716619"	"27502.968567674779"	"74.872511256035466"
"10/06/2023 10:48:42.756"	"33.448651732119586"	"1.4142377167954316"	"2360.5876075742344"	"0.00059911268159437757"	"125494.94212082805"	"2500000000"	"410193.73371193209"	"15717085184"	"62107648"	"10.970200119694372"	"27153.239878083517"	"76.756178875491031"
"10/06/2023 10:48:43.743"	"28.26681563987712"	"1.6886129615406165"	"2545.9950245171908"	"0.00066323124359740008"	"128892.79108635098"	"2500000000"	"494865.24541005609"	"15657652224"	"116383744"	"13.17068655739096"	"30825.485322705947"	"79.552363060195859"
"10/06/2023 10:48:44.743"	"30.006813276430044"	"1.598330257326672"	"2519.7919464784018"	"0.00063432537840489621"	"128785.06666666667"	"2500000000"	"539875.42370738834"	"15679557632"	"94744576"	"12.9989267080235"	"29610.555123438455"	"87.891915878533695"
"10/06/2023 10:48:45.743"	"33.676511113448647"	"1.631730952673303"	"2114.5071380751979"	"0.00077158391790562526"	"133339.80898345154"	"2500000000"	"456242.65624277946"	"15688601600"	"67907584"	"10.997436651927744"	"28479.361860619429"	"78.387649039559506"
"10/06/2023 10:48:46.743"	"27.687092855250199"	"1.7494163112873149"	"2627.8605887512781"	"0.00066499433658508513"	"132873.2436335994"	"2500000000"	"570352.62008247711"	"15715799040"	"54702080"	"13.983294656981336"	"28780.616824351226"	"79.299053599372058"
"10/06/2023 10:48:47.743"	"25.857313425135132"	"1.9078017793951207"	"2776.2624050271711"	"0.00068657797111480246"	"134764.1482547679"	"2500000000"	"629183.5796098354"	"15654285312"	"117243904"	"14.985223488811647"	"33657.81097077021"	"84.376623268842366"
"10/06/2023 10:48:48.743"	"28.756954638503785"	"1.6418261306127682"	"2634.2356794171856"	"0.00062457197394702425"	"128904.61772537086"	"2500000000"	"470607.35641811654"	"15688753152"	"85975040"	"13.02588962815649"	"29132.90314912692"	"79.559454653752169"
"10/06/2023 10:48:49.743"	"26.527169551008907"	"1.7816099022234329"	"2650.744481826775"	"0.00067212370320079561"	"130339.6333459072"	"2500000000"	"577470.3348213844"	"15712354304"	"67014656"	"13.998650601876594"	"30271.082022943716"	"83.204922034818878"
"10/06/2023 10:48:50.751"	"25.806728144424806"	"1.5180428320249888"	"2610.4249931209006"	"0.00058152806377871754"	"119458.10414291144"	"2500000000"	"462472.85326625913"	"15661133824"	"120205312"	"11.90615732324242"	"29311.967150045897"	"80.233812330416995"
"10/06/2023 10:48:51.751"	"28.557010081044513"	"1.9795927366404737"	"1972.80983125018"	"0.001003446398178127"	"132884.37100861632"	"2500000000"	"419193.59188765229"	"15686209536"	"93069312"	"10.998939758617324"	"24054.681252096088"	"74.872420857536213"
"10/06/2023 10:48:52.751"	"30.216836297239681"	"1.495043468948801"	"2397.6703653771938"	"0.00062351968599330145"	"124854.55212677231"	"2500000000"	"429900.89670457807"	"15691415552"	"80568320"	"11.998350452262853"	"29383.960257591731"	"77.86690733480205"
"10/06/2023 10:48:53.751"	"37.15610975530862"	"1.6394283518515611"	"2306.8268459318688"	"0.0007107064257682957"	"134570.33376679671"	"2500000000"	"463762.18927727052"	"15713402880"	"64389120"	"11.999099328644311"	"26820.986774352197"	"84.376635766235282"
