Algorithm: MVA
Ni for Peticiones 	Class 	Throughput (Usuarios) 	Residence time (Usuarios) 	Utilization (Usuarios)	Throughput (Red) 	Residence time (Red) 	Utilization (Red)	Throughput (CPU) 	Residence time (CPU) 	Utilization (CPU)	Throughput (Disco) 	Residence time (Disco) 	Utilization (Disco)
140.0	 Peticiones	 140.92040541018133	 0.9	 126.8283648691632	 281.84081082036266	 1.0675942338796544E-5	 0.001502211521672533	 2409.2835733642182	 0.05398680780574834	 6.866458184088021	 2268.3631679540367	 0.03947113133641912	 0.8733198196623042
145.0	 Peticiones	 144.93977894707714	 0.9	 130.44580105236943	 289.8795578941543	 1.0676406613743034E-5	 0.0015450580435758423	 2478.001872956608	 0.05435368469296104	 7.062305337926334	 2333.062094009531	 0.046051129067171195	 0.8982289061936695
150.0	 Peticiones	 148.64671454436555	 0.9	 133.782043089929	 297.2934290887311	 1.0676836992898988E-5	 0.0015845739770429367	 2541.3784933691745	 0.05472311154644023	 7.242928706102148	 2392.731778824809	 0.05437025040936874	 0.9212017348475515
155.0	 Peticiones	 151.96140765535407	 0.9	 136.76526688981866	 303.92281531070813	 1.0677224586933777E-5	 0.0016199086056060742	 2598.0490347276314	 0.05508472568051043	 7.40443974897375	 2446.0876270722774	 0.06490041308219203	 0.9417437364228268
160.0	 Peticiones	 154.8006632482709	 0.9	 139.32059692344382	 309.6013264965418	 1.0677559858887763E-5	 0.0016501750702265677	 2646.5911308185837	 0.05542478792468572	 7.542784722832964	 2491.790467570313	 0.07815183732558834	 0.9593393300145705
165.0	 Peticiones	 157.09485240835235	 0.9	 141.38536716751713	 314.1897048167047	 1.0677834345694215E-5	 0.001674631126673036	 2685.814352192989	 0.05572744538740443	 7.65457090375002	 2528.719499784637	 0.09458273370295026	 0.9735570074170853
170.0	 Peticiones	 158.81226819882346	 0.9	 142.93104137894113	 317.6245363976469	 1.0678043322999551E-5	 0.001692938778999458	 2715.1766126873054	 0.05597789470700821	 7.73825334615882	 2556.364344488482	 0.11445769647094936	 0.9842002726280655
175.0	 Peticiones	 159.9808853966334	 0.9	 143.98279685697005	 319.9617707932668	 1.0678188488085435E-5	 0.0017053962383281119	 2735.156190591862	 0.05616697785182937	 7.795195143186806	 2575.1753051952282	 0.1377030258057068	 0.9914424925001629
180.0	 Peticiones	 160.69123713727691	 0.9	 144.62211342354922	 321.38247427455383	 1.0678278856930053E-5	 0.0017129685878833718	 2747.300909981943	 0.05629495909910282	 7.829807593448537	 2586.609672844666	 0.1638550086330469	 0.9958447240451964
185.0	 Peticiones	 161.07197605069922	 0.9	 144.9647784456293	 322.14395210139844	 1.067832856908437E-5	 0.0017170272647004537	 2753.8103151115893	 0.0563715899978913	 7.84835939806803	 2592.73833906089	 0.1921725860683796	 0.9982042605384427
190.0	 Peticiones	 161.25064117827716	 0.9	 145.12557706044944	 322.5012823565543	 1.067835253379852E-5	 0.0017189318349604345	 2756.8649114686864	 0.05641188020461661	 7.857064997685756	 2595.614270290409	 0.22186732985289212	 0.9993114940618075
195.0	 Peticiones	 161.32393621655268	 0.9	 145.1915425948974	 322.64787243310536	 1.067836263239246E-5	 0.0017197131600684514	 2758.1180197833573	 0.05643045314442643	 7.860636356382569	 2596.7940835668046	 0.25230695989980056	 0.9997657221732198
200.0	 Peticiones	 161.35029304445354	 0.9	 145.2152637400082	 322.7005860889071	 1.0678366359700321E-5	 0.0017199941238538747	 2758.5686363730747	 0.05643798233410184	 7.861920613663262	 2597.218343328621	 0.28309045773732205	 0.9999290621815191
205.0	 Peticiones	 161.35864288445515	 0.9	 145.22277859600965	 322.7172857689103	 1.0678367570322558E-5	 0.001720083133148292	 2758.711391656084	 0.05644068160427602	 7.862327466219839	 2597.3527487716287	 0.31401049032268874	 0.999980808277077
210.0	 Peticiones	 161.36098745583834	 0.9	 145.2248887102545	 322.7219749116767	 1.0678367918400195E-5	 0.0017201081262792366	 2758.751476250672	 0.05644154324751603	 7.8624417073144155	 2597.390488794834	 0.3449775930569214	 0.999995338186011
215.0	 Peticiones	 161.3615747389345	 0.9	 145.22541726504107	 322.723149477869	 1.0678368007561123E-5	 0.0017201143867170419	 2758.761516893916	 0.056441789911924355	 7.862470323147662	 2597.3999421549815	 0.3759589211592616	 0.999998977729668
220.0	 Peticiones	 161.3617068425835	 0.9	 145.22553615832516	 322.723413685167	 1.0678368028043064E-5	 0.0017201157949419399	 2758.7637754394445	 0.0564418536997221	 7.8624767600024175	 2597.4020685968608	 0.4069440525669247	 0.9999997964097914
225.0	 Peticiones	 161.36173371252866	 0.9	 145.2255603412758	 322.7234674250573	 1.0678368032291591E-5	 0.0017201160813755554	 2758.7642348286813	 0.05644186871062058	 7.862478069261742	 2597.4025011161525	 0.4379300913779035	 0.9999999629297188
230.0	 Peticiones	 161.36173869099284	 0.9	 145.22556482189356	 322.7234773819857	 1.0678368033093127E-5	 0.0017201161344459835	 2758.764319944332	 0.05644187194924905	 7.862478311841345	 2597.402581253339	 0.46891632501721825	 0.9999999937825355
235.0	 Peticiones	 161.36173953795688	 0.9	 145.2255655841612	 322.72347907591376	 1.067836803323175E-5	 0.0017201161434746203	 2758.76433442468	 0.056441872594810046	 7.862478353110339	 2597.4025948867234	 0.4999025966260391	 0.9999999990313885
240.0	 Peticiones	 161.36173967142574	 0.9	 145.22556570428316	 322.7234793428515	 1.0678368033253914E-5	 0.0017201161448973984	 2758.764336706566	 0.05644187271464042	 7.862478359613714	 2597.4025970351404	 0.530888875011902	 0.9999999998585292
245.0	 Peticiones	 161.36173969109618	 0.9	 145.22556572198656	 322.72347938219235	 1.0678368033257224E-5	 0.0017201161451070853	 2758.7643370428673	 0.05644187273552155	 7.862478360572171	 2597.402597351771	 0.5618751545162359	 0.9999999999804319
250.0	 Peticiones	 161.36173969383572	 0.9	 145.22556572445214	 322.72347938767143	 1.067836803325769E-5	 0.0017201161451362887	 2758.7643370897044	 0.0564418727389652	 7.862478360705658	 2597.4025973958687	 0.592861434193015	 0.9999999999974095
255.0	 Peticiones	 161.36173969420017	 0.9	 145.22556572478015	 322.72347938840034	 1.0678368033257751E-5	 0.0017201161451401738	 2758.7643370959354	 0.056441872739506974	 7.862478360723417	 2597.4025974017354	 0.623847713894904	 0.999999999999668
260.0	 Peticiones	 161.36173969424704	 0.9	 145.22556572482233	 322.72347938849407	 1.0678368033257761E-5	 0.0017201161451406734	 2758.7643370967367	 0.056441872739588894	 7.8624783607257	 2597.40259740249	 0.6548339936002846	 0.9999999999999586
265.0	 Peticiones	 161.36173969425292	 0.9	 145.22556572482762	 322.72347938850584	 1.0678368033257761E-5	 0.001720116145140736	 2758.764337096837	 0.056441872739600885	 7.862478360725987	 2597.4025974025844	 0.6858202733061342	 0.999999999999995
270.0	 Peticiones	 161.36173969425363	 0.9	 145.22556572482827	 322.72347938850726	 1.0678368033257761E-5	 0.0017201161451407437	 2758.7643370968494	 0.05644187273960259	 7.862478360726021	 2597.402597402596	 0.716806553012045	 0.9999999999999994
275.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.056441872739602834	 7.862478360726025	 2597.402597402597	 0.747792832717964	 0.9999999999999999
280.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 0.7787791124238839	 1.0
285.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 0.8097653921298037	 1.0
290.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 0.8407516718357239	 0.9999999999999999
295.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 0.8717379515416439	 1.0
300.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 0.902724231247564	 0.9999999999999999
305.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 0.9337105109534837	 1.0
310.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 0.9646967906594041	 0.9999999999999999
315.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 0.9956830703653238	 1.0
320.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.0266693500712438	 1.0
325.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.057655629777164	 1.0
330.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.0886419094830841	 1.0
335.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.1196281891890039	 1.0
340.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.150614468894924	 1.0
345.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.1816007486008442	 0.9999999999999999
350.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.2125870283067641	 0.9999999999999999
355.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.243573308012684	 1.0
360.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.274559587718604	 0.9999999999999999
365.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.3055458674245242	 0.9999999999999999
370.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.3365321471304443	 0.9999999999999999
375.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.3675184268363638	 1.0
380.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.398504706542284	 1.0
385.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.4294909862482044	 0.9999999999999999
390.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.4604772659541239	 1.0
395.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.491463545660044	 1.0
400.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.5224498253659642	 0.9999999999999999
405.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.553436105071884	 1.0
410.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.5844223847778043	 0.9999999999999999
415.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.615408664483724	 0.9999999999999999
420.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.646394944189644	 1.0
425.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.6773812238955643	 0.9999999999999999
430.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.7083675036014838	 1.0
435.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.739353783307404	 1.0
440.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.7703400630133244	 0.9999999999999999
445.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.8013263427192439	 1.0
450.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.8323126224251642	 0.9999999999999999
455.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.8632989021310842	 0.9999999999999999
460.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 1.894285181837004	 1.0
465.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.9252714615429243	 0.9999999999999999
470.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.956257741248844	 0.9999999999999999
475.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 1.9872440209547644	 0.9999999999999999
480.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 2.0182303006606843	 0.9999999999999999
485.0	 Peticiones	 161.36173969425369	 0.9	 145.22556572482833	 322.72347938850737	 1.0678368033257761E-5	 0.0017201161451407443	 2758.7643370968503	 0.05644187273960287	 7.8624783607260245	 2597.4025974025967	 2.0492165803666045	 0.9999999999999998
490.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 2.0802028600725238	 1.0
495.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 2.1111891397784444	 0.9999999999999999
500.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 2.142175419484364	 0.9999999999999999
505.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 2.173161699190284	 1.0
510.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 2.2041479788962044	 0.9999999999999999
515.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 2.235134258602124	 0.9999999999999999
520.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 2.266120538308044	 1.0
525.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 2.2971068180139644	 0.9999999999999999
530.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 2.328093097719884	 0.9999999999999999
535.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 2.359079377425804	 1.0
540.0	 Peticiones	 161.3617396942537	 0.9	 145.22556572482836	 322.7234793885074	 1.0678368033257761E-5	 0.0017201161451407445	 2758.764337096851	 0.05644187273960287	 7.862478360726025	 2597.402597402597	 2.3900656571317245	 0.9999999999999999
545.0	 Peticiones	 161.36173969425374	 0.9	 145.22556572482839	 322.7234793885075	 1.0678368033257761E-5	 0.0017201161451407447	 2758.7643370968512	 0.05644187273960287	 7.862478360726026	 2597.4025974025976	 2.4210519368376437	 1.0
