
HORA INICIO DE MEDICION  Mon Jan  9 10:29:03 2023

HORA FIN DE MEDICION Mon Jan  9 10:32:03 2023
 

Parametros del experimento: 
Usuarios: 50; Tpo. Reflex (seg); 1.900000; IP servidor: 192.168.203.238; Transitorio (seg): 20; Medicion (seg): 180 
Nº usu.; Nº pet.; Tpo Reflex (mseg); Tpo. Ini. (mseg); Tpo. Fin (mseg)
11;71;2216.051270;165642.640625;165660.468750
11;72;7194.014160;167877.296875;167889.984375
11;73;4376.826172;175095.453125;175113.796875
11;74;4000.239746;179502.984375;179521.625000
11;75;2308.932861;183536.515625;183547.453125
11;76;2529.380615;185866.875000;185878.578125
11;77;1040.067261;188414.062500;188433.328125
11;78;2304.870850;189476.640625;189484.656250
11;79;488.821198;191792.875000;191801.500000
11;80;3519.785156;192300.140625;192313.843750
11;81;5109.011719;195843.984375;195862.062500
12;0;1691.322632;21101.613281;21113.005859
12;1;3445.276855;22817.744141;22830.208984
12;2;5262.368164;26276.884766;26293.904297
12;3;605.808044;31570.103516;31591.328125
12;4;243.769501;32211.058594;32233.644531
12;5;113.193329;32492.351563;32505.099609
12;6;101.536339;32632.964844;32654.154297
12;7;371.233795;32757.974609;32768.046875
12;8;867.448120;33148.640625;33156.644531
12;9;259.134949;34039.113281;34061.238281
12;10;1508.810547;34320.640625;34332.886719
12;11;2092.758789;35852.042969;35883.808594
12;12;648.822266;37981.183594;37993.683594
12;13;4369.217285;38653.386719;38736.355469
12;14;2514.518799;43111.292969;43131.988281
12;15;765.728149;45659.820313;45672.218750
12;16;1619.679443;46444.714844;46459.742188
12;17;698.918884;48093.160156;48117.500000
12;18;1268.318481;48827.628906;48838.957031
12;19;46.372299;50109.054688;50130.011719
12;20;3795.074219;50187.187500;50198.289063
12;21;574.652222;54000.093750;54017.632813
12;22;4252.792480;54593.871094;54607.726563
12;23;1726.754883;58860.375000;58868.472656
12;24;7191.788086;60594.820313;60609.042969
12;25;111.514709;67814.304688;67835.453125
12;26;831.513672;67955.007813;67972.398438
12;27;1073.089966;68814.507813;68825.812500
12;28;753.413940;69908.304688;69930.585938
12;29;7732.599121;70689.703125;70715.695313
12;30;450.151398;78451.023438;78462.507813
12;31;1293.681641;78919.781250;78936.867188
12;32;1538.886353;80236.867188;80251.578125
12;33;138.936356;81799.507813;81816.789063
12;34;2723.809570;81955.781250;81963.820313
12;35;450.457184;84687.968750;84702.695313
12;36;9166.092773;85156.765625;85166.242188
12;37;2887.591553;94341.992188;94352.875000
12;38;2129.946533;97251.703125;97262.921875
12;39;6060.200195;99396.664063;99414.031250
12;40;3387.340820;105475.742188;105489.867188
12;41;1261.769897;108889.976563;108911.101563
12;42;2838.799316;110187.039063;110202.296875
12;43;2463.877441;113046.765625;113065.031250
12;44;506.512878;115533.820313;115544.085938
12;45;1801.361816;116065.125000;116076.507813
12;46;426.593109;117877.804688;117885.570313
12;47;1020.451294;118315.367188;118339.132813
12;48;4352.471680;119362.351563;119383.304688
12;49;559.981079;123739.640625;123761.859375
12;50;2986.995605;124334.640625;124348.765625
12;51;2352.981201;127338.070313;127370.921875
12;52;5809.948242;129723.656250;129740.882813
12;53;171.987350;135562.453125;135583.296875
12;54;2876.759766;135765.609375;135786.265625
12;55;1780.885742;138672.859375;138686.984375
12;56;1719.964233;140470.171875;140481.812500
12;57;1382.208984;142207.359375;142218.562500
12;58;2529.380615;143616.203125;143637.046875
12;59;2371.075439;146181.453125;146203.546875
12;60;1835.452271;148587.187500;148602.734375
12;61;2207.014404;150447.187500;150459.000000
12;62;2548.496826;152669.000000;152686.000000
12;63;1222.695313;155246.515625;155258.046875
12;64;189.625671;156483.687500;156502.328125
12;65;1767.695068;156692.343750;156717.656250
12;66;1969.098389;158489.421875;158497.203125
12;67;645.026550;160468.250000;160482.656250
12;68;1238.845825;161140.203125;161147.890625
12;69;2328.585693;162390.359375;162408.265625
12;70;1824.936035;164750.187500;164758.656250
12;71;2976.154053;166595.890625;166607.687500
12;72;2.626354;169589.781250;169601.000000
12;73;269.165253;169605.390625;169617.656250
12;74;1974.824829;169902.375000;169918.859375
12;75;247.634384;171906.843750;171927.515625
12;76;741.617065;172188.062500;172214.687500
12;77;786.602844;172970.218750;172979.359375
12;78;609.943848;173767.187500;173782.578125
12;79;2333.872314;174392.203125;174402.421875
12;80;1960.946533;176736.218750;176743.937500
12;81;4322.572754;178706.031250;178716.968750
12;82;631.840210;183052.078125;183062.015625
12;83;0.488341;183708.453125;183717.843750
12;84;1361.123047;183717.937500;183733.718750
12;85;1145.682129;185101.156250;185109.984375
12;86;1156.099976;186257.562500;186277.968750
12;87;314.149048;187445.203125;187458.890625
12;88;2889.920166;187773.296875;187789.265625
12;89;1570.090332;190683.359375;190698.781250
12;90;564.023132;192284.515625;192301.671875
12;91;2207.566406;192878.328125;192899.578125
12;92;903.368652;195109.328125;195120.890625
12;93;568.316711;196031.484375;196055.546875
12;94;1906.535522;196625.281250;196633.000000
12;95;390.951447;198547.421875;198564.671875
12;96;3559.191406;198969.312500;198988.500000
13;0;1291.468506;21273.699219;21291.410156
13;1;4832.254883;22583.054688;22591.960938
13;2;1103.591064;27438.218750;27455.580078
13;3;1191.887695;28568.781250;28588.544922
13;4;254.000015;29787.839844;29803.193359
13;5;110.353294;30069.099609;30083.843750
13;6;936.433594;30194.119141;30204.058594
13;7;2184.144531;31147.126953;31157.667969
13;8;2245.846924;33351.800781;33368.140625
13;9;1795.062134;35617.648438;35625.222656
13;10;2484.698975;37434.492188;37444.535156
13;11;180.853867;39938.445313;39961.527344
13;12;499.918884;40157.332031;40169.390625
13;13;371.527771;40672.992188;40694.375000
13;14;915.197632;41079.312500;41086.691406
13;15;3737.297119;42017.136719;42036.589844
13;16;203.700607;45784.730469;45796.507813
13;17;168.597778;46003.671875;46017.914063
13;18;48.497299;46188.539063;46199.917969
13;19;2313.391357;46257.152344;46268.410156
13;20;445.722565;48593.207031;48614.343750
13;21;2748.261475;49062.003906;49076.199219
13;22;1714.922363;51827.921875;51836.515625
13;23;6255.120605;53562.492188;53574.574219
13;24;4256.890625;59844.785156;59862.304688
13;25;1052.529053;64126.441406;64148.675781
13;26;4930.348145;65204.738281;65218.328125
13;27;1990.450439;70158.351563;70169.273438
13;28;2964.027100;72174.156250;72185.609375
13;29;39.325729;75158.921875;75176.195313
13;30;298.852814;75221.382813;75241.812500
13;31;121.153862;75553.351563;75566.593750
13;32;1011.625671;75694.000000;75716.843750
13;33;3137.072998;76741.359375;76748.765625
13;34;2931.779053;79893.070313;79909.679688
13;35;2309.901123;82841.484375;82861.921875
13;36;4511.392090;85172.375000;85180.929688
13;37;969.360779;89692.125000;89705.257813
13;38;167.071075;90676.609375;90690.781250
13;39;1150.775757;90864.132813;90887.195313
13;40;2594.866455;92051.820313;92069.140625
13;41;401.741547;94670.101563;94681.585938
13;42;272.030396;95092.007813;95112.726563
13;43;39.325729;95388.921875;95416.015625
13;44;2259.779053;95467.039063;95487.578125
13;45;2084.953613;97755.750000;97772.835938
13;46;1688.055176;99865.437500;99881.765625
13;47;3344.314453;101584.382813;101605.960938
13;48;38.952278;104960.031250;104974.445313
13;49;464.574738;105022.523438;105029.875000
13;50;4333.200195;105506.960938;105522.390625
13;51;1900.369873;109858.898438;109880.109375
13;52;387.762726;111781.007813;111788.476563
13;53;2080.112305;112187.335938;112207.531250
13;54;127.389114;114296.828125;114310.351563
13;55;5271.716309;114453.148438;114493.148438
13;56;2556.150635;119768.601563;119787.710938
13;57;1294.031372;122348.929688;122365.976563
13;58;922.928955;123661.648438;123689.453125
13;59;65.264259;124615.867188;124630.929688
13;60;139.525406;124709.648438;124718.164063
13;61;563.375916;124866.851563;124885.312500
13;62;722.692871;125454.953125;125462.664063
13;63;1477.135376;126197.437500;126213.882813
13;64;2298.311523;127704.289063;127731.179688
13;65;611.932129;130036.359375;130050.117188
13;66;669.188171;130661.414063;130678.187500
13;67;1735.312134;131351.109375;131362.093750
13;68;405.999176;133111.437500;133118.765625
13;69;2447.831543;133524.406250;133544.734375
13;70;508.086029;135999.968750;136024.203125
13;71;2160.454102;136546.890625;136560.093750
13;72;296.940186;138735.531250;138760.843750
13;73;1674.473755;139063.671875;139074.562500
13;74;1541.127319;140754.031250;140788.468750
13;75;3514.117432;142334.343750;142341.593750
13;76;5483.572754;145867.187500;145875.328125
13;77;1136.610840;151369.140625;151379.953125
13;78;2393.168457;152528.390625;152549.734375
13;79;1214.164673;154949.625000;154965.671875
13;80;1636.901367;156184.750000;156197.437500
13;81;1565.144897;157848.656250;157867.734375
13;82;5561.787109;159442.609375;159460.531250
13;83;1438.171387;165032.312500;165049.468750
13;84;1848.791382;166502.062500;166509.515625
13;85;208.436874;168361.625000;168368.718750
13;86;387.985016;168589.484375;168601.656250
13;87;332.155884;168995.984375;169016.218750
13;88;982.585083;169355.406250;169373.046875
13;89;749.858643;170356.140625;170363.625000
13;90;2964.833252;171125.421875;171138.625000
13;91;3434.370361;174110.921875;174131.500000
13;92;1406.600342;177580.031250;177590.421875
13;93;287.967896;179002.906250;179023.500000
13;94;457.657043;179315.453125;179335.546875
13;95;1839.735596;179799.859375;179826.296875
13;96;2062.060791;181676.125000;181688.734375
13;97;321.733795;183757.234375;183770.531250
13;98;585.583374;184101.015625;184117.625000
13;99;66.273590;184710.453125;184732.390625
13;100;82.236694;184804.234375;184814.546875
13;101;1846.946045;184897.984375;184911.468750
13;102;3272.194092;186773.171875;186784.031250
13;103;182.190689;190058.281250;190076.437500
13;104;1012.941833;190261.390625;190272.343750
13;105;62.428581;191292.796875;191318.250000
13;106;3697.746094;191386.515625;191401.031250
13;107;1628.340820;195109.281250;195125.218750
13;108;1868.424316;196765.812500;196785.140625
13;109;1186.798950;198656.750000;198674.062500
13;110;2705.074463;199864.093750;199902.546875
14;0;1888.722656;21148.429688;21156.398438
14;1;958.488953;23052.070313;23071.001953
14;2;0.061036;24036.558594;24062.130859
14;3;5056.315430;24062.214844;24070.257813
14;4;2024.590942;29131.353516;29154.343750
14;5;264.283112;31178.625000;31197.617188
14;6;107.517410;31476.316406;31502.130859
14;7;2396.402344;31617.033203;31625.369141
14;8;347.492279;34023.671875;34032.937500
14;9;11932.720703;34382.898438;34404.062500
14;10;130.774536;46350.957031;46374.078125
14;11;4467.611816;46507.191406;46525.761719
14;12;1485.456177;50999.718750;51008.183594
14;13;361.337677;52499.898438;52517.203125
14;14;1201.547607;52890.496094;52917.566406
14;15;37.956760;54125.058594;54142.882813
14;16;934.290161;54187.566406;54207.132813
14;17;2035.707764;55156.363281;55179.546875
14;18;4032.065918;57219.226563;57243.144531
14;19;1727.044312;61282.375000;61294.054688
14;20;855.335632;63032.550781;63055.269531
14;21;1594.731201;63923.105469;63940.730469
14;22;559.819580;65548.500000;65556.406250
14;23;631.589111;66126.632813;66144.992188
14;24;813.098206;66782.937500;66793.140625
14;25;3115.511230;67611.273438;67620.906250
14;26;2889.402344;70736.492188;70753.656250
14;27;1346.111206;73643.078125;73653.156250
14;28;3734.925537;75002.570313;75018.218750
14;29;527.220398;78763.539063;78781.445313
14;30;123.489838;79310.476563;79322.781250
14;31;158.199249;79451.085938;79462.648438
14;32;2050.456787;79622.898438;79643.828125
14;33;594.765991;81705.500000;81726.593750
14;34;1452.000244;82331.625000;82346.406250
14;35;3163.911377;83812.875000;83833.414063
14;36;368.223083;87004.312500;87019.382813
14;37;3224.805420;87394.984375;87406.445313
14;38;8.502172;90645.406250;90663.789063
14;39;1406.723633;90676.609375;90687.789063
14;40;5137.481445;92098.617188;92115.796875
14;41;2028.626221;97267.328125;97289.109375
14;42;4528.940918;99318.531250;99336.242188
14;43;1371.395996;103865.992188;103908.835938
14;44;803.041443;105288.046875;105296.164063
14;45;278.755005;106102.117188;106121.484375
14;46;2415.508057;106414.656250;106428.765625
14;47;5912.887207;108858.742188;108883.281250
14;48;508.794373;114796.890625;114814.140625
14;49;329.923218;115330.601563;115342.765625
14;50;373.513092;115674.195313;115693.640625
14;51;10799.929688;116080.687500;116101.132813
14;52;1531.653076;126900.710938;126939.882813
14;53;1046.031006;128485.679688;128499.554688
14;54;473.294403;129549.960938;129573.046875
14;55;894.948486;130051.945313;130076.242188
14;56;621.486633;130976.109375;130987.523438
14;57;4020.185547;131611.343750;131622.468750
14;58;1209.689209;135656.203125;135665.593750
14;59;43.687904;136875.140625;136889.656250
14;60;923.509949;136937.656250;136958.953125
14;61;1528.111694;137890.875000;137899.218750
14;62;3459.682617;139438.765625;139458.031250
14;63;4347.100098;142928.578125;142949.781250
14;64;1768.729370;147301.093750;147322.703125
14;65;645.110840;149102.687500;149127.375000
14;66;5639.086914;149774.718750;149793.000000
14;67;5707.807617;155434.640625;155456.078125
14;68;4316.223633;161171.437500;161188.281250
14;69;4722.501953;165516.875000;165530.484375
14;70;2574.640869;170261.796875;170283.656250
14;71;3797.518311;172860.765625;172876.312500
14;72;1582.844116;176673.656250;176684.875000
14;73;642.163635;178267.578125;178279.421875
14;74;16.548243;178924.765625;178942.500000
14;75;1184.921631;178971.609375;178986.203125
14;76;1546.145752;180174.953125;180187.265625
14;77;1647.584473;181738.562500;181748.234375
14;78;1561.144165;183395.906250;183406.234375
14;79;284.727966;184976.140625;184984.109375
14;80;500.702667;185273.031250;185296.140625
14;81;1357.991211;185804.359375;185812.265625
14;82;448.164917;187179.500000;187194.187500
14;83;1858.351807;187648.343750;187668.187500
14;84;51.313400;189539.187500;189567.000000
14;85;2494.872803;189618.750000;189632.453125
14;86;2870.083496;192128.234375;192139.671875
14;87;4900.411621;195015.812500;195036.093750
14;88;350.326324;199942.218750;199975.640625
15;0;786.060242;20956.093750;20969.208984
15;1;1351.622559;21765.964844;21785.273438
15;2;673.029907;23145.886719;23166.777344
15;3;187.211334;23849.105469;23871.324219
15;4;1076.746460;24067.816406;24087.193359
15;5;3477.316162;25167.378906;25187.412109
15;6;274.619507;28678.109375;28697.923828
15;7;104.685417;28974.828125;28997.166016
15;8;45.747726;29115.652344;29136.416016
15;9;2125.878418;29193.787109;29212.849609
15;10;771.824097;31351.281250;31359.048828
15;11;1527.980591;32132.910156;32141.371094
15;12;154.701050;33679.945313;33701.968750
15;13;6535.759277;33867.457031;33888.062500
15;14;231.808197;40438.617188;40453.277344
15;15;2646.458984;40688.636719;40708.472656
15;16;2220.122070;43361.328125;43372.265625
15;17;4620.918945;45596.648438;45614.730469
15;18;397.939697;50249.683594;50263.964844
15;19;2115.304688;50671.566406;50689.996094
15;20;284.657593;52812.425781;52820.492188
15;21;21.046001;53109.250000;53131.648438
15;22;4589.787109;53156.203125;53178.890625
15;23;2704.602539;57781.929688;57796.527344
15;24;6755.761230;60501.062500;60521.734375
15;25;2489.355469;67283.093750;67299.421875
15;26;2393.370361;69798.992188;69834.351563
15;27;253.653534;72236.703125;72253.554688
15;28;133.774246;72518.007813;72531.835938
15;29;124.983620;72674.210938;72683.578125
15;30;2346.656738;72814.882813;72832.265625
15;31;211.351791;75190.148438;75213.710938
15;32;26.852659;75428.328125;75436.179688
15;33;506.512878;75475.171875;75496.140625
15;34;249.984482;76006.476563;76029.335938
15;35;550.634888;76287.812500;76308.210938
15;36;3426.906250;76866.414063;76880.664063
15;37;2107.936279;80314.984375;80329.976563
15;38;2448.246826;82441.046875;82464.460938
15;39;1958.507324;84922.148438;84943.007813
15;40;5319.122070;86910.625000;86959.125000
15;41;1052.529053;92286.210938;92298.187500
15;42;1587.833496;93364.718750;93373.359375
15;43;1884.333252;94967.023438;94976.234375
15;44;4009.734131;96861.023438;96878.562500
15;45;2054.032959;100896.835938;100905.046875
15;46;1750.778809;102959.804688;102977.562500
15;47;2811.727783;104741.250000;104763.187500
15;48;788.865417;107586.671875;107606.015625
15;49;2027.448364;108405.390625;108423.718750
15;50;670.553284;110452.664063;110464.273438
15;51;286.417633;111140.312500;111159.453125
15;52;222.918076;111452.835938;111473.695313
15;53;1220.334473;111702.835938;111713.914063
15;54;2033.850708;112937.343750;112945.281250
15;55;2982.380859;114984.484375;115005.046875
15;56;2156.323730;118002.828125;118019.765625
15;57;1862.219849;120190.562500;120198.398438
15;58;21.292738;122067.710938;122076.382813
15;59;1128.653564;122098.960938;122113.312500
15;60;2239.291260;123255.289063;123267.882813
15;61;2458.862549;125517.453125;125529.335938
15;62;2.076392;128001.218750;128013.843750
15;63;1021.264771;128016.820313;128026.117188
15;64;1266.593140;129048.226563;129057.273438
15;65;2110.389404;130333.281250;130347.312500
15;66;4055.112793;132470.812500;132489.140625
15;67;1920.199463;136546.906250;136569.968750
15;68;1834.382935;138500.312500;138514.234375
15;69;418.601013;140360.718750;140372.515625
15;70;1975.807983;140800.921875;140816.343750
15;71;2710.037598;142803.234375;142823.375000
15;72;1292.982422;145538.859375;145549.953125
15;73;1135.103027;146853.437500;146861.453125
15;74;1059.670166;148004.343750;148021.937500
15;75;1193.549927;149087.218750;149102.171875
15;76;882.668823;150305.890625;150313.859375
15;77;573.676208;151197.250000;151220.312500
15;78;413.866028;151806.703125;151817.484375
15;79;2100.943848;152231.484375;152243.734375
15;80;1677.013184;154347.718750;154358.781250
15;81;8831.525391;156044.078125;156058.796875
15;82;1113.365356;164890.875000;164939.281250
15;83;3914.162109;166064.562500;166076.296875
15;84;635.610779;169996.125000;170007.796875
15;85;1543.899170;170653.078125;170674.687500
15;86;3455.556152;172219.328125;172241.703125
15;87;1106.030151;175704.890625;175718.578125
15;88;2105.661133;176830.015625;176847.125000
15;89;368.736755;178955.906250;178970.078125
15;90;2021.737305;179346.734375;179357.843750
15;91;3797.110840;181379.203125;181397.937500
15;92;3511.289307;185210.609375;185236.937500
15;93;266.025452;188757.812500;188776.625000
15;94;3105.104980;189054.718750;189071.781250
15;95;4763.700195;192190.718750;192205.593750
15;96;971.046143;196969.140625;196987.390625
15;97;1192.552490;197969.140625;197976.921875
15;98;622.569519;199172.453125;199183.031250
15;99;3037.638428;199817.203125;199850.171875
16;0;23.823687;20141.085938;20156.539063
16;1;284.939087;20187.976563;20207.208984
16;2;101.857437;20503.011719;20515.169922
16;3;852.342407;20628.023438;20636.509766
16;4;324.101044;21500.017578;21525.437500
16;5;2059.666260;21859.621094;21871.056641
16;6;10.157946;23942.835938;23964.460938
16;7;591.481628;23989.744141;23998.234375
16;8;1020.349609;24604.771484;24615.908203
16;9;110.095314;25636.128906;25647.871094
16;10;31.807728;25761.144531;25772.732422
16;11;777.398438;25807.974609;25823.136719
16;12;1118.377197;26605.005859;26616.587891
16;13;2561.855469;27735.158203;27749.708984
16;14;1154.903687;30319.208984;30334.437500
16;15;2323.313232;31491.957031;31516.095703
16;16;2235.554443;33851.847656;33871.230469
16;17;572.456787;36121.820313;36144.347656
16;18;545.015991;36731.273438;36758.210938
16;19;2162.972656;37309.441406;37327.500000
16;20;188.216949;39497.234375;39517.722656
16;21;1863.924194;39719.574219;39731.910156
16;22;1285.191528;41610.621094;41622.468750
16;23;2040.950562;42908.101563;42915.835938
16;24;645.110840;44971.636719;44979.664063
16;25;324.029266;45627.699219;45636.058594
16;26;303.322845;45972.355469;45983.816406
16;27;6016.462402;46288.472656;46309.433594
16;28;3282.249268;52328.042969;52350.050781
16;29;7613.752441;55640.796875;55663.558594
16;30;6716.787109;63282.660156;63300.753906
16;31;3729.402832;70017.750000;70034.710938
16;32;289.307587;73768.164063;73776.859375
16;33;1890.292603;74080.648438;74089.078125
16;34;560.869629;75990.835938;76008.445313
16;35;876.699158;76569.039063;76584.593750
16;36;4508.482422;77475.781250;77484.437500
16;37;1226.974487;82002.679688;82015.406250
16;38;784.071960;83250.304688;83268.226563
16;39;534.144287;84062.890625;84076.882813
16;40;6121.783203;84625.460938;84643.421875
16;41;74.239220;90770.359375;90780.390625
16;42;3306.334473;90864.125000;90877.242188
16;43;2433.973633;94185.695313;94206.265625
16;44;101.728989;96642.257813;96657.117188
16;45;1081.352905;96767.265625;96787.070313
16;46;202.957245;97880.937500;97895.945313
16;47;485.394928;98099.679688;98107.695313
16;48;951.011963;98599.515625;98619.773438
16;49;4070.003418;99584.195313;99604.898438
16;50;828.094116;103678.648438;103707.007813
16;51;6380.116699;104538.078125;104549.445313
16;52;5788.877930;110937.171875;110961.515625
16;53;337.278992;116752.476563;116771.984375
16;54;1050.773438;117112.125000;117133.234375
16;55;787.779175;118190.312500;118199.203125
16;56;92.566307;118987.359375;118999.015625
16;57;1261.655151;119096.726563;119104.726563
16;58;7554.208008;120378.085938;120389.265625
16;59;107.002228;127954.179688;127969.640625
16;60;2522.474365;128079.382813;128103.210938
16;61;1235.899658;130629.984375;130638.867188
16;62;695.977600;131876.937500;131892.468750
16;63;597.726440;132595.796875;132610.265625
16;64;1359.436279;133220.890625;133231.687500
16;65;860.303223;134593.468750;134612.000000
16;66;2855.270508;135484.328125;135496.265625
16;67;215.154480;138359.687500;138379.921875
16;68;769.491211;138610.546875;138618.593750
16;69;1587.833496;139391.921875;139402.859375
16;70;4425.326660;141004.109375;141022.828125
16;71;620.154541;145460.921875;145471.968750
16;72;6455.654297;146101.609375;146115.453125
16;73;3349.520020;152575.234375;152596.296875
16;74;2842.335449;155950.296875;155965.328125
16;75;5.072464;158817.562500;158836.703125
16;76;2807.251221;158848.828125;158866.765625
16;77;895.425903;161687.156250;161698.281250
16;78;1454.145874;162609.109375;162616.859375
16;79;5606.598633;164078.281250;164093.828125
16;80;103.528091;169714.859375;169728.984375
16;81;5372.151855;169839.906250;169854.906250
16;82;183.595154;175236.093750;175245.046875
16;83;983.383301;175439.046875;175458.906250
16;84;387.244141;176454.968750;176466.515625
16;85;602.340454;176861.250000;176874.062500
16;86;1929.787964;177486.312500;177501.140625
16;87;874.996643;179440.531250;179454.453125
16;88;647.640625;180331.140625;180342.687500
16;89;5315.636230;181004.171875;181026.656250
16;90;3163.317383;186351.296875;186374.406250
16;91;7351.502930;189539.125000;189561.515625
16;92;4127.333008;196922.265625;196942.171875
17;0;444.959961;20031.666016;20039.025391
17;1;295.382935;20487.324219;20495.574219
17;2;99.033569;20799.828125;20814.328125
17;3;2225.686035;20925.031250;20941.556641
17;4;2069.261719;23177.167969;23192.724609
17;5;6745.056152;25276.664063;25287.615234
17;6;1292.400146;32039.119141;32046.759766
17;7;1151.101318;33351.800781;33367.855469
17;8;3631.766113;34523.753906;34543.582031
17;9;12159.377930;38184.601563;38198.097656
17;10;707.246887;50358.984375;50374.652344
17;11;7278.165527;51093.437500;51114.265625
17;12;6242.625000;58407.097656;58430.089844
17;13;613.009827;64673.289063;64689.761719
17;14;508.715637;65314.082031;65325.937500
17;15;552.484619;65845.398438;65862.023438
17;16;817.502502;66423.562500;66437.234375
17;17;1825.848267;67267.445313;67291.750000
17;18;2661.876221;69127.023438;69147.562500
17;19;879.918579;71814.804688;71825.984375
17;20;1261.196289;72705.367188;72712.679688
17;21;1445.702515;73986.710938;73998.476563
17;22;3532.596680;75443.937500;75464.500000
17;23;482.673767;78997.875000;79016.195313
17;24;1349.943359;79513.570313;79526.351563
17;25;1875.583252;80877.531250;80896.796875
17;26;399.653473;82778.929688;82789.765625
17;27;4376.281738;83203.421875;83220.218750
17;28;984.381470;87598.203125;87611.890625
17;29;3640.790527;88598.328125;88621.960938
17;30;2340.549561;92270.570313;92290.601563
17;31;4085.947021;94638.835938;94648.039063
17;32;1924.348877;98740.265625;98760.140625
17;33;1454.524780;100693.671875;100701.164063
17;34;4001.142090;102162.570313;102175.476563
17;35;3026.796631;106180.234375;106196.703125
17;36;958.883240;109233.843750;109244.414063
17;37;921.283569;110218.328125;110230.789063
17;38;78.360901;111155.835938;111163.898438
17;39;1850.022339;111249.687500;111266.843750
17;40;614.005188;113124.890625;113144.171875
17;41;1345.273804;113765.593750;113776.265625
17;42;3964.919678;115127.500000;115144.109375
17;43;170.723938;119112.312500;119122.835938
17;44;1240.207153;119299.843750;119320.539063
17;45;1598.935547;120565.609375;120582.312500
17;46;122.840721;122192.718750;122206.320313
17;47;787.688660;122333.367188;122351.218750
17;48;713.777222;123145.945313;123164.109375
17;49;211.419647;123881.421875;123900.906250
17;50;4670.749512;124115.835938;124124.328125
17;51;596.410217;128798.156250;128808.710938
17;52;666.630981;129409.273438;129422.781250
17;53;712.730835;130098.859375;130116.023438
17;54;975.812866;130835.398438;130852.101563
17;55;7594.613281;131830.046875;131841.531250
17;56;965.598267;139438.765625;139447.937500
17;57;5457.231934;140423.250000;140432.312500
17;58;1616.252930;145898.421875;145918.500000
17;59;2016.042725;147535.468750;147556.265625
17;60;3042.103271;149587.281250;149603.531250
17;61;110.159805;152653.359375;152670.656250
17;62;7058.405273;152794.531250;152810.187500
17;63;4962.198242;159874.421875;159891.796875
17;64;3195.332520;164859.625000;164880.421875
17;65;148.446075;168080.390625;168087.843750
17;66;3011.881592;168236.640625;168249.875000
17;67;2603.148926;171266.078125;171282.437500
17;68;460.574860;173892.203125;173908.750000
17;69;2307.771484;174376.640625;174402.437500
17;70;806.144592;176720.609375;176731.421875
17;71;388.133240;177548.812500;177559.812500
17;72;2225.129150;177955.140625;177968.656250
17;73;1153.707642;180206.078125;180213.640625
17;74;4033.441162;181379.203125;181402.234375
17;75;1150.667358;185444.937500;185452.343750
17;76;1470.885498;186616.921875;186637.281250
17;77;698.832275;188117.093750;188143.453125
17;78;383.913422;188851.515625;188868.390625
17;79;1865.474731;189257.750000;189278.328125
17;80;1655.669189;191152.078125;191163.078125
17;81;84.527496;192831.375000;192856.734375
17;82;2777.661133;192956.312500;192964.500000
17;83;268.816132;195750.187500;195757.609375
17;84;405.999176;196031.484375;196051.234375
17;85;4308.841797;196469.000000;196485.953125
18;0;979.096436;23223.923828;23243.130859
18;1;305.881744;24224.060547;24242.125000
18;2;96.213554;24557.859375;24574.337891
18;3;10925.406250;24682.914063;24693.359375
18;4;300.909271;35633.230469;35641.222656
18;5;680.478455;35949.898438;35961.183594
18;6;5869.924316;36653.105469;36665.128906
18;7;1930.909668;42548.542969;42560.902344
18;8;643.173584;44502.789063;44515.050781
18;9;5688.830566;45158.898438;45173.058594
18;10;1734.876099;50874.664063;50895.605469
18;11;1963.388550;52640.472656;52662.816406
18;12;1321.260376;54640.722656;54648.832031
18;13;3277.529541;55984.671875;56003.992188
18;14;21.107683;59282.144531;59300.441406
18;15;3176.719482;59329.039063;59346.621094
18;16;12476.587891;62532.542969;62540.812500
18;17;5927.021484;75018.210938;75029.843750
18;18;530.400757;80971.226563;80979.187500
18;19;104.621101;81518.210938;81544.140625
18;20;3736.901611;81658.820313;81683.335938
18;21;1099.991089;85426.039063;85441.632813
18;22;406.672241;86551.117188;86566.093750
18;23;3114.641846;86973.054688;86988.187500
18;24;2448.039307;90114.031250;90128.125000
18;25;139.590851;92583.031250;92592.578125
18;26;500.937866;92739.312500;92753.890625
18;27;3487.412598;93255.023438;93263.179688
18;28;7096.221680;96751.679688;96775.187500
18;29;2396.604492;103881.726563;103896.687500
18;30;1069.648438;106305.320313;106313.156250
18;31;4520.732910;107383.515625;107400.671875
18;32;213.388123;111921.578125;111941.835938
18;33;1097.030884;112155.984375;112168.546875
18;34;1326.703369;113281.093750;113301.007813
18;35;458.194183;114640.546875;114648.632813
18;36;4030.691162;115111.820313;115123.632813
18;37;656.265625;119159.132813;119166.812500
18;38;2793.141357;119831.054688;119842.476563
18;39;7189.564941;122645.812500;122657.078125
18;40;1714.059082;129848.859375;129858.101563
18;41;5723.761230;131580.093750;131587.875000
18;42;4953.460938;137312.656250;137330.328125
18;43;1231.601440;142287.640625;142334.125000
18;44;4152.484375;143569.343750;143587.203125
18;45;2298.889404;147754.187500;147769.187500
18;46;45.810177;150071.703125;150092.234375
18;47;1143.842896;150149.843750;150157.609375
18;48;501.643829;151306.562500;151317.968750
18;49;804.957581;151822.156250;151843.578125
18;50;1259.820679;152653.343750;152671.156250
