
HORA INICIO DE MEDICION  Mon Jan  9 10:29:03 2023

HORA FIN DE MEDICION Mon Jan  9 10:32:03 2023
 

Parametros del experimento: 
Usuarios: 50; Tpo. Reflex (seg); 1.900000; IP servidor: 192.168.203.238; Transitorio (seg): 20; Medicion (seg): 180 
Nº usu.; Nº pet.; Tpo Reflex (mseg); Tpo. Ini. (mseg); Tpo. Fin (mseg)
2;73;1508.161621;165438.687500;165460.312500
2;74;13.657724;166970.890625;166982.265625
2;75;108.548172;167002.171875;167022.468750
2;76;553.369812;167142.812500;167171.312500
2;77;4897.583984;167736.656250;167761.125000
2;78;49.811054;172672.312500;172683.890625
2;79;670.382629;172735.750000;172746.609375
2;80;728.043884;173423.156250;173490.812500
2;81;1830.720703;174220.265625;174228.031250
2;82;4155.406738;176064.234375;176090.062500
2;83;1015.779968;180253.078125;180261.000000
2;84;3290.456299;181285.375000;181302.281250
2;85;135.406479;184601.062500;184614.468750
2;86;142.210449;184757.390625;184769.312500
2;87;1487.509644;184913.609375;184927.296875
2;88;3879.043457;186429.437500;186438.968750
2;89;7320.420410;190323.906250;190339.421875
2;90;319.727570;197672.125000;197689.921875
2;91;5887.230469;198016.125000;198036.937500
3;0;1108.791016;23489.658203;23502.263672
3;1;35.035160;24620.400391;24637.929688
3;2;1243.614258;24682.914063;24698.470703
3;3;1700.729126;25948.664063;25959.634766
3;4;154.041718;27672.666016;27692.787109
3;5;139.001785;27860.207031;27879.636719
3;6;278.825195;28021.798828;28052.552734
3;7;2503.604248;28334.265625;28357.378906
3;8;1185.473511;30866.089844;30884.306641
3;9;4301.486816;32070.394531;32085.861328
3;10;4517.224609;36387.507813;36400.292969
3;11;2471.843994;40922.972656;40934.304688
3;12;3027.073975;43408.187500;43422.156250
3;13;857.583679;46460.191406;46479.402344
3;14;3806.914795;47351.285156;47359.406250
3;15;1688.339111;51171.675781;51196.828125
3;16;2272.667725;52890.496094;52913.250000
3;17;500.859497;55187.671875;55202.234375
3;18;1309.595581;55703.363281;55717.558594
3;19;124.398964;57031.835938;57043.523438
3;20;2425.540283;57172.484375;57193.605469
3;21;2982.651855;59626.027344;59633.949219
3;22;1963.714355;62626.339844;62638.554688
3;23;389.986938;64610.917969;64630.558594
3;24;3186.905029;65032.855469;65053.640625
3;25;3927.166260;68251.687500;68263.906250
3;26;364.045013;72205.257813;72217.218750
3;27;1304.784546;72596.125000;72609.929688
3;28;405.700104;73924.414063;73946.765625
3;29;1910.498047;74361.929688;74373.468750
3;30;2906.558838;76287.812500;76304.171875
3;31;533.028503;79216.679688;79228.242188
3;32;3163.614258;79768.023438;79775.804688
3;33;1581.363159;82950.828125;82964.007813
3;34;1451.495483;84547.312500;84565.960938
3;35;3826.254639;86019.867188;86043.195313
3;36;3679.988770;89879.710938;89901.984375
3;37;403.234375;93583.453125;93603.937500
3;38;3555.938232;94013.796875;94034.171875
3;39;1730.521484;97599.523438;97619.570313
3;40;1939.261841;99349.789063;99371.757813
3;41;83.381767;101318.789063;101326.937500
3;42;1147.197998;101412.507813;101430.734375
3;43;4757.103516;102584.765625;102592.984375
3;44;313.649200;107352.250000;107364.062500
3;45;233.796722;107686.539063;107694.835938
3;46;3126.263184;107936.835938;107948.203125
3;47;2324.678711;111077.804688;111100.867188
3;48;2351.991699;113437.429688;113458.953125
3;49;1718.666382;115815.101563;115833.445313
3;50;3075.911621;117565.296875;117576.585938
3;51;1009.400146;120659.359375;120679.804688
3;52;4020.640869;121692.679688;121704.015625
3;53;9.973916;125728.695313;125746.195313
3;54;147.920242;125759.937500;125773.921875
3;55;1555.157837;125931.750000;125947.296875
3;56;644.436768;127516.750000;127616.328125
3;57;2422.463867;128266.882813;128274.664063
3;58;3793.040039;130708.289063;130731.703125
3;59;2128.884521;134531.125000;134546.125000
3;60;1019.028320;136687.593750;136702.640625
3;61;1282.755737;137734.578125;137748.671875
3;62;1284.379395;139032.515625;139043.703125
3;63;4143.257813;140329.484375;140350.328125
3;64;2827.976807;144506.859375;144527.031250
3;65;1369.942383;147363.609375;147385.437500
3;66;2438.100098;148759.000000;148769.718750
3;67;1536.384521;151212.828125;151221.437500
3;68;6654.606445;152763.312500;152775.687500
3;69;1489.951050;159442.625000;159468.515625
3;70;6736.179199;160968.328125;160986.875000
3;71;3193.824951;167736.656250;167751.187500
3;72;2952.240234;170953.625000;170967.718750
3;73;338.001740;173923.468750;173932.500000
3;74;1157.297119;174282.828125;174291.906250
3;75;2530.245605;175454.812500;175470.156250
3;76;2269.817627;178002.000000;178022.984375
3;77;861.711304;180299.953125;180316.453125
3;78;857.021362;181191.671875;181211.593750
3;79;3130.930664;182082.359375;182099.484375
3;80;493.815369;185241.828125;185259.187500
3;81;6600.911621;185757.484375;185775.203125
3;82;620.487488;192378.250000;192389.359375
3;83;979.793579;193010.953125;193023.031250
3;84;1417.730103;194015.656250;194029.312500
3;85;1269.469849;195453.328125;195467.375000
3;86;3247.584961;196750.328125;196772.812500
4;0;802.676758;20456.171875;20466.296875
4;1;225.649338;21273.701172;21283.345703
4;2;6394.997559;21515.664063;21545.154297
4;3;2857.307129;27953.947266;27962.337891
4;4;163.822311;30834.841797;30842.642578
4;5;136.125015;31006.728516;31014.867188
4;6;1212.149658;31163.011719;31182.292969
4;7;469.045593;32398.513672;32416.576172
4;8;2938.929932;32898.597656;32921.839844
4;9;875.374817;35867.648438;35891.644531
4;10;160.380386;36778.218750;36789.917969
4;11;318.224060;36965.687500;36991.312500
4;12;2574.640869;37324.980469;37342.796875
4;13;1992.763550;39922.953125;39933.425781
4;14;1396.513672;41938.957031;41961.710938
4;15;205.458435;43361.332031;43384.058594
4;16;498.978668;43596.429688;43617.914063
4;17;15.010277;44127.750000;44154.140625
4;18;70.821472;44174.625000;44186.707031
4;19;2566.475098;44268.355469;44341.320313
4;20;107.517410;46913.523438;46933.800781
4;21;635.275330;47054.152344;47072.238281
4;22;772.542480;47718.113281;47729.128906
4;23;1619.679443;48515.128906;48526.351563
4;24;2442.856445;50155.882813;50167.820313
4;25;483.062256;52624.945313;52638.902344
4;26;2704.130615;53124.894531;53147.785156
4;27;2370.476318;55859.679688;55876.878906
4;28;2057.445068;58250.835938;58266.531250
4;29;2132.604004;60329.214844;60348.273438
4;30;2431.089844;62485.660156;62497.187500
4;31;3390.663574;64939.050781;64956.199219
4;32;2126.408447;68361.335938;68376.523438
4;33;632.091431;70517.812500;70525.734375
4;34;1558.880493;71158.500000;71172.312500
4;35;817.778137;72736.757813;72750.820313
4;36;2745.368896;73580.640625;73594.734375
4;37;3246.656738;76350.320313;76360.906250
4;38;591.235535;79607.335938;79630.226563
4;39;134.165833;80236.867188;80254.421875
4;40;1515.831177;80393.125000;80401.929688
4;41;2812.723877;81924.546875;81937.984375
4;42;3275.645020;84750.460938;84761.687500
4;43;493.112335;88051.390625;88072.421875
4;44;1824.176025;88567.062500;88578.179688
4;45;358.341827;90411.007813;90425.148438
4;46;368.956940;90786.054688;90797.664063
4;47;210.131073;91176.656250;91199.578125
4;48;3477.663574;91411.078125;91426.468750
4;49;1551.442139;94904.500000;94929.320313
4;50;4511.974609;96486.015625;96504.328125
4;51;765.459717;101021.757813;101035.257813
4;52;204.173721;101803.226563;101823.320313
4;53;1683.942627;102037.546875;102053.625000
4;54;925.157349;103741.148438;103762.976563
4;55;4228.376953;104694.343750;104715.117188
4;56;1089.650024;108952.554688;108970.468750
4;57;2276.283691;110062.062500;110076.468750
4;58;1393.816040;112359.187500;112374.031250
4;59;9858.234375;113781.187500;113789.164063
4;60;4020.185547;123661.648438;123695.070313
4;61;103.913788;127719.953125;127735.289063
4;62;116.943138;127844.976563;127856.414063
4;63;5588.553223;127985.625000;127994.828125
4;64;859.834045;133593.296875;133616.515625
4;65;379.038452;134484.218750;134497.656250
4;66;900.302795;134890.468750;134905.015625
4;67;3671.934082;135812.546875;135827.687500
4;68;2317.276367;139501.312500;139523.078125
4;69;1567.549072;141847.906250;141859.250000
4;70;1790.126343;143428.593750;143444.171875
4;71;2302.553223;145241.343750;145249.593750
4;72;4774.299805;147566.765625;147584.953125
4;73;1815.987305;152372.125000;152389.765625
4;74;858.896118;154207.093750;154230.656250
4;75;1119.872681;155090.140625;155107.203125
4;76;725.498230;156231.546875;156244.593750
4;77;1226.523682;156973.671875;156988.265625
4;78;3060.063477;158223.765625;158236.000000
4;79;1630.270752;161296.453125;161316.296875
4;80;331.651520;162952.890625;162961.625000
4;81;1940.871948;163296.937500;163340.218750
4;82;5433.079102;165282.390625;165305.359375
4;83;4602.547363;170746.875000;170758.546875
4;84;1921.156128;175361.093750;175372.578125
4;85;285.009460;177298.796875;177309.953125
4;86;1553.829956;177595.687500;177603.468750
4;87;175.449310;179159.203125;179173.593750
4;88;2961.878662;179362.359375;179383.406250
4;89;1000.925049;182348.031250;182362.171875
4;90;57.899723;183364.437500;183376.359375
4;91;1202.549561;183442.781250;183514.593750
4;92;524.124329;184726.109375;184743.031250
4;93;332.876770;185273.031250;185288.015625
4;94;4493.995605;185632.515625;185654.484375
4;95;3089.882568;190152.093750;190167.765625
4;96;814.932129;193261.015625;193286.937500
4;97;3246.347168;194109.468750;194127.515625
4;98;445.493744;197375.312500;197397.437500
4;99;2367.283936;197844.187500;197866.234375
5;0;436.438599;20471.734375;20492.464844
5;1;1214.836792;20940.347656;20961.378906
5;2;5912.887207;22176.718750;22188.181641
5;3;173.584503;28115.578125;28129.564453
5;4;133.252258;28303.095703;28314.751953
5;5;3018.220703;28459.400391;28470.505859
5;6;2435.416992;31491.916016;31506.611328
5;7;194.463226;33945.535156;33963.957031
5;8;3490.207031;34164.371094;34174.878906
5;9;598.549622;37668.937500;37682.687500
5;10;1758.116089;38293.980469;38310.906250
5;11;2206.094482;40079.195313;40090.343750
5;12;4880.700195;42298.402344;42315.976563
5;13;334.896271;47210.414063;47221.781250
5;14;1962.737061;47561.835938;47572.351563
5;15;2875.988281;49546.425781;49556.988281
5;16;3154.137207;52437.339844;52455.183594
5;17;1779.101929;55609.570313;55617.136719
5;18;973.428040;57406.730469;57420.445313
5;19;1028.499146;58407.093750;58426.558594
5;20;2933.630615;59469.707031;59481.207031
5;21;31.125692;62423.160156;62431.953125
5;22;5405.568359;62470.054688;62490.683594
5;23;1901.791016;67908.101563;67930.648438
5;24;1685.785034;69845.867188;69866.257813
5;25;760.007813;71564.796875;71572.203125
5;26;4803.741211;72345.890625;72359.835938
5;27;213.931458;77163.289063;77183.125000
5;28;2382.292236;77397.687500;77411.023438
5;29;2047.226196;79799.304688;79806.695313
5;30;1018.114197;81862.039063;81880.656250
5;31;1446.834595;82903.921875;82916.812500
5;32;10813.489258;84375.429688;84397.828125
5;33;1672.359863;95217.007813;95227.937500
5;34;3417.446777;96907.867188;96918.742188
5;35;2110.915771;100349.851563;100371.781250
5;36;1099.462158;102490.960938;102502.734375
5;37;2284.109375;103616.101563;103641.664063
5;38;1600.429688;105930.187500;105941.234375
5;39;1166.681641;107555.375000;107574.195313
5;40;1266.248169;108749.414063;108756.703125
5;41;383.839447;110030.804688;110042.664063
5;42;1508.940186;110437.070313;110464.265625
5;43;105.714722;111984.117188;111995.562500
5;44;491.160614;112109.156250;112119.437500
5;45;1581.228638;112624.828125;112636.648438
5;46;1435.792603;114218.710938;114231.023438
5;47;6295.924316;115674.195313;115689.101563
5;48;1397.127319;121989.570313;122009.242188
5;49;10.464699;123411.617188;123427.609375
5;50;548.144653;123442.875000;123462.828125
5;51;795.214050;124021.937500;124036.781250
5;52;286.065491;124835.625000;124845.484375
5;53;2213.649658;125136.320313;125157.968750
5;54;491.863098;127385.078125;127512.171875
5;55;1663.225830;128016.781250;128037.539063
5;56;2140.063965;129708.171875;129723.140625
5;57;334.030518;131876.921875;131887.140625
5;58;802.312012;132236.343750;132257.125000
5;59;809.435303;133064.562500;133085.687500
5;60;1976.955811;133905.906250;133925.984375
5;61;2041.966919;135906.234375;135921.156250
5;62;7.276644;137968.968750;137985.281250
5;63;5697.242188;138000.109375;138011.062500
5;64;3786.543945;143709.875000;143729.125000
5;65;41.318630;147519.859375;147529.250000
5;66;313.149475;147582.375000;147596.984375
5;67;1048.606934;147910.515625;147918.531250
5;68;1648.280151;148977.796875;149002.546875
5;69;489.990570;150665.937500;150684.593750
5;70;1688.339111;151181.609375;151193.453125
5;71;91.543739;152890.468750;152916.640625
5;72;77.091698;153017.859375;153037.312500
5;73;599.290833;153127.250000;153141.562500
5;74;300.980255;153752.328125;153763.546875
5;75;5317.377930;154066.453125;154080.968750
5;76;1672.923340;159411.359375;159423.125000
5;77;492.721863;161108.921875;161130.406250
5;78;782.536926;161624.578125;161641.000000
5;79;181.655762;162437.187500;162445.218750
5;80;654.317566;162640.250000;162648.140625
5;81;1837.592773;163312.578125;163340.218750
5;82;1063.406128;165188.578125;165199.984375
5;83;2595.760010;166267.671875;166284.984375
5;84;3176.719482;168886.625000;168898.531250
5;85;650.173462;172078.671875;172099.000000
5;86;192.244614;172751.390625;172762.578125
5;87;1010.107849;172970.218750;172980.562500
5;88;354.694427;174001.562500;174016.578125
5;89;1622.562500;174376.640625;174387.375000
5;90;1852.332520;176017.390625;176037.781250
5;91;930.884827;177892.609375;177899.812500
5;92;81.791557;178831.000000;178842.000000
5;93;1324.453247;178924.765625;178949.250000
5;94;472.753174;180284.328125;180292.046875
5;95;317.365509;180768.718750;180788.546875
5;96;1929.467651;181113.546875;181122.531250
5;97;8207.515625;183052.078125;183072.500000
5;98;386.947876;191292.796875;191322.203125
5;99;867.919006;191714.687500;191725.375000
5;100;516.681763;192596.968750;192614.250000
5;101;4504.995605;193135.937500;193148.296875
5;102;9727.575195;197656.546875;197667.343750
6;0;291.424744;22661.255859;22683.828125
6;1;183.461349;22989.554688;23007.664063
6;2;130.383621;23192.785156;23204.523438
6;3;217.943222;23348.966797;23367.708984
6;4;444.121490;23599.001953;23611.130859
6;5;1073.716309;24067.787109;24081.455078
6;6;702.644836;25167.380859;25193.216797
6;7;1160.456665;25901.810547;25921.822266
6;8;45.560394;27094.273438;27114.072266
6;9;1894.852661;27172.613281;27187.833984
6;10;433.707397;29084.472656;29099.070313
6;11;3277.843994;29537.675781;29561.087891
6;12;331.507446;32851.656250;32860.066406
6;13;725.849121;33195.453125;33207.140625
6;14;1731.971802;33945.511719;33963.558594
6;15;309.797272;35695.726563;35707.703125
6;16;98.071800;36028.011719;36037.402344
6;17;2786.984131;36137.421875;36159.421875
6;18;619.904785;38950.222656;38975.304688
6;19;2479.209961;39606.539063;39617.960938
6;20;744.626099;42110.933594;42120.867188
6;21;1476.369141;42876.812500;42885.363281
6;22;5167.171387;44362.175781;44370.730469
6;23;4433.152832;49546.429688;49567.582031
6;24;266.025452;54015.671875;54027.343750
6;25;1643.693115;54296.992188;54309.894531
6;26;2667.891357;55953.425781;55965.539063
6;27;1725.308228;58641.464844;58651.207031
6;28;7970.717773;60391.636719;60403.050781
6;29;940.532227;68376.703125;68388.742188
6;30;2546.096924;69330.093750;69350.437500
6;31;1792.817017;71908.492188;71922.578125
6;32;719.454224;73721.203125;73729.265625
6;33;1629.994873;74455.648438;74480.195313
6;34;87.968765;76115.820313;76134.132813
6;35;223.532257;76225.226563;76250.835938
6;36;74.555954;76475.242188;76490.882813
6;37;869.426941;76569.015625;76580.265625
6;38;404.653717;77460.265625;77483.382813
6;39;1569.287476;77897.757813;77919.945313
6;40;3677.300293;79497.968750;79526.359375
6;41;1405.121094;83218.945313;83233.039063
6;42;633.431396;84641.015625;84663.765625
6;43;5164.747070;85301.023438;85321.625000
6;44;5173.648926;90489.078125;90507.695313
6;45;188.216949;95685.882813;95700.703125
6;46;1253.870605;95889.000000;95900.070313
6;47;244.872940;97157.968750;97169.234375
6;48;352.072510;97427.726563;97435.726563
6;49;1637.870361;97802.742188;97818.265625
6;50;2391.149658;99459.210938;99471.054688
6;51;6911.974121;101865.687500;101875.359375
6;52;1627.652100;108796.234375;108814.968750
6;53;2470.583984;110452.664063;110474.171875
6;54;2012.533691;112952.937500;112975.820313
6;55;3277.843994;115000.039063;115018.250000
6;56;2206.278564;118299.671875;118311.187500
6;57;3215.643311;120518.664063;120539.078125
6;58;458.885071;123755.281250;123768.773438
6;59;503.841217;124240.835938;124248.648438
6;60;141.817307;124757.195313;124768.890625
6;61;1530.209595;124916.335938;124931.976563
6;62;1493.940552;126463.132813;126507.585938
6;63;2269.248047;128001.242188;128013.835938
6;64;1193.217407;130286.406250;130301.585938
6;65;278.474396;131507.484375;131518.734375
6;66;1732.407227;131798.812500;131822.062500
6;67;3705.516113;133555.703125;133564.765625
6;68;1218.986816;137281.437500;137293.125000
