
HORA INICIO DE MEDICION  Mon Jan  9 09:42:35 2023

HORA FIN DE MEDICION Mon Jan  9 09:45:05 2023
 

Parametros del experimento: 
Usuarios: 100; Tpo. Reflex (seg); 2.000000; IP servidor: 192.168.203.238; Transitorio (seg): 20; Medicion (seg): 150 
Nº usu.; Nº pet.; Tpo Reflex (mseg); Tpo. Ini. (mseg); Tpo. Fin (mseg)
2;44;116.554909;111158.453125;111181.898438
2;45;1064.029419;111299.109375;111312.484375
2;46;642.500244;112381.320313;112402.265625
2;47;1636.071289;113059.843750;113073.656250
2;48;1901.159180;114721.992188;114749.320313
2;49;2248.851074;116661.375000;116683.460938
2;50;1287.281616;118931.945313;119021.859375
2;51;2015.875610;120312.359375;120325.812500
2;52;1162.529663;122345.875000;122375.773438
2;53;2959.196777;123543.257813;123554.390625
2;54;450.533630;126518.570313;126541.093750
2;55;280.509888;127002.789063;127010.343750
2;56;2579.955078;127299.882813;127317.765625
2;57;441.075165;129910.789063;129927.867188
2;58;763.580994;130379.656250;130393.960938
2;59;5388.338867;131160.968750;131178.859375
2;60;4531.292969;136571.015625;136586.906250
2;61;4431.472656;141123.500000;141149.562500
2;62;3313.041016;145583.984375;145607.921875
2;63;358.706909;148931.578125;148949.359375
2;64;3419.807373;149322.375000;149331.015625
2;65;95.189133;152765.546875;152782.968750
2;66;527.299866;152890.750000;152906.187500
2;67;554.497009;153437.687500;153460.765625
2;68;1415.251343;154015.859375;154035.156250
2;69;829.941833;155453.593750;155461.375000
2;70;4842.537598;156297.390625;156309.656250
2;71;2014.705200;161158.312500;161176.609375
2;72;2505.953125;163205.875000;163246.796875
2;73;1508.161621;165764.796875;165786.984375
2;74;13.657724;167306.687500;167318.031250
2;75;108.548172;167337.750000;167345.390625
2;76;553.369812;167462.765625;167473.828125
2;77;4897.583984;168041.718750;168053.906250
3;0;215.834274;20844.289063;20969.076172
3;1;5297.434570;21188.138672;21204.759766
3;2;1108.791016;26508.572266;26645.400391
3;3;35.035160;27759.703125;27776.818359
3;4;1243.614258;27822.201172;27835.423828
3;5;1700.729126;29090.224609;29122.515625
3;6;154.041718;30829.550781;30838.138672
3;7;139.001785;31003.494141;31014.466797
3;8;278.825195;31159.765625;31169.941406
3;9;2503.604248;31456.609375;31482.000000
3;10;1185.473511;33993.859375;34015.925781
3;11;4301.486816;35201.929688;35212.058594
3;12;4517.224609;39527.363281;39538.480469
3;13;2471.843994;44068.718750;44094.437500
3;14;3027.073975;46578.839844;46595.019531
3;15;857.583679;49623.636719;49641.445313
3;16;3806.914795;50502.878906;50524.050781
3;17;1688.339111;54331.613281;54354.347656
3;18;2272.667725;56050.550781;56062.457031
3;19;500.859497;58337.785156;58358.746094
3;20;1309.595581;58872.332031;58893.250000
3;21;124.398964;60216.226563;60235.828125
3;22;2425.540283;60372.406250;60393.367188
3;23;2982.651855;62829.148438;62845.066406
3;24;1963.714355;65840.265625;65863.289063
3;25;389.986938;67826.585938;67843.789063
3;26;3186.905029;68248.257813;68255.929688
3;27;3927.166260;71446.945313;71459.140625
3;28;364.045013;75393.289063;75482.234375
3;29;1304.784546;75850.648438;75880.890625
3;30;405.700104;77194.609375;77215.601563
3;31;1910.498047;77632.804688;77641.234375
3;32;2906.558838;79566.617188;79577.820313
3;33;533.028503;82495.593750;82517.968750
3;34;3163.614258;83057.960938;83079.632813
3;35;1581.363159;86252.726563;86267.992188
3;36;1451.495483;87849.820313;87863.531250
3;37;3826.254639;89318.687500;89341.257813
3;38;3679.988770;93169.781250;93187.953125
3;39;403.234375;96868.585938;96886.179688
3;40;3555.938232;97293.921875;97309.710938
3;41;1730.521484;100870.218750;100893.445313
3;42;1939.261841;102625.453125;102639.679688
3;43;83.381767;104581.492188;104595.359375
3;44;1147.197998;104690.687500;104699.125000
3;45;4757.103516;105859.695313;105869.125000
3;46;313.649200;110627.140625;110648.109375
3;47;233.796722;110970.937500;110978.937500
3;48;3126.263184;111220.992188;111242.226563
3;49;2324.678711;114378.250000;114385.976563
3;50;2351.991699;116723.882813;116731.515625
3;51;1718.666382;119088.210938;119115.882813
3;52;3075.911621;120845.515625;120866.367188
3;53;1009.400146;123949.554688;124046.203125
3;54;4020.640869;125064.468750;125079.976563
3;55;9.973916;129113.835938;129139.796875
3;56;147.920242;129160.734375;129179.328125
3;57;1555.157837;129332.531250;129379.562500
3;58;644.436768;130942.039063;130955.179688
3;59;2422.463867;131608.078125;131631.875000
3;60;3793.040039;134066.078125;134078.125000
3;61;2128.884521;137874.750000;137897.328125
3;62;1019.028320;140037.843750;140046.265625
3;63;1282.755737;141076.593750;141105.171875
3;64;1284.379395;142390.203125;142411.000000
3;65;4143.257813;143697.406250;143708.578125
3;66;2827.976807;147865.531250;147873.281250
3;67;1369.942383;150702.062500;150726.671875
3;68;2438.100098;152108.406250;152116.375000
3;69;1536.384521;154562.812500;154581.281250
3;70;6654.606445;156125.437500;156142.859375
3;71;1489.951050;162799.609375;162807.109375
3;72;6736.179199;164299.750000;164309.218750
4;0;2857.307129;25396.853516;25420.945313
4;1;163.822311;28290.906250;28301.519531
4;2;136.125015;28465.125000;28484.609375
4;3;1212.149658;28621.367188;28632.093750
4;4;469.045593;29855.888672;29864.755859
4;5;2938.929932;30343.570313;30366.582031
4;6;875.374817;33317.035156;33338.769531
4;7;160.380386;34217.496094;34228.449219
4;8;318.224060;34389.378906;34400.296875
4;9;2574.640869;34733.191406;34744.878906
4;10;1992.763550;37331.691406;37352.921875
4;11;1396.513672;39355.480469;39372.316406
4;12;205.458435;40778.179688;40791.914063
4;13;498.978668;41012.632813;41042.753906
4;14;15.010277;41543.742188;41559.558594
4;15;70.821472;41575.152344;41595.828125
4;16;2566.475098;41668.984375;41682.054688
4;17;107.517410;44256.183594;44287.367188
4;18;635.275330;44396.847656;44416.976563
4;19;772.542480;45053.105469;45079.769531
4;20;1619.679443;45866.578125;45906.792969
4;21;2442.856445;47532.152344;47551.003906
4;22;483.062256;50002.796875;50010.816406
4;23;2704.130615;50502.882813;50515.730469
4;24;2370.476318;53233.718750;53257.871094
4;25;2057.445068;55628.570313;55648.554688
4;26;2132.604004;57710.964844;57722.328125
4;27;2431.089844;59856.796875;59867.933594
4;28;3390.663574;62313.449219;62337.757813
4;29;2126.408447;65731.054688;65742.296875
4;30;632.091431;67873.406250;67896.351563
4;31;1558.880493;68529.703125;68547.148438
4;32;817.778137;70108.421875;70119.070313
4;33;2745.368896;70945.031250;70968.445313
4;34;3246.656738;73716.898438;73731.828125
4;35;591.235535;76991.453125;77003.539063
4;36;134.165833;77601.507813;77613.718750
4;37;1515.831177;77757.765625;77773.281250
4;38;2812.723877;79300.929688;79316.929688
4;39;3275.645020;82136.148438;82159.078125
4;40;493.112335;85440.109375;85455.234375
4;41;1824.176025;85955.757813;86003.320313
4;42;358.341827;87834.101563;87846.234375
4;43;368.956940;88209.148438;88227.125000
4;44;210.131073;88599.851563;88613.750000
4;45;3477.663574;88834.257813;88842.203125
4;46;1551.442139;92323.757813;92333.625000
4;47;4511.974609;93888.843750;93906.257813
4;48;765.459717;98425.632813;98436.750000
4;49;204.173721;99207.125000;99220.742188
4;50;1683.942627;99432.570313;99450.820313
4;51;925.157349;101137.585938;101149.234375
4;52;4228.376953;102088.773438;102099.914063
4;53;1089.650024;106328.445313;106337.898438
4;54;2276.283691;107438.500000;107450.203125
4;55;1393.816040;109736.406250;109753.617188
4;56;9858.234375;111158.406250;111184.359375
4;57;4020.185547;121048.812500;121057.945313
4;58;103.913788;125080.101563;125100.078125
4;59;116.943138;125205.273438;125229.968750
4;60;5588.553223;125361.492188;125373.125000
4;61;859.834045;130973.460938;130997.921875
4;62;379.038452;131858.265625;131878.328125
4;63;900.302795;132264.578125;132275.328125
4;64;3671.934082;133191.187500;133209.140625
4;65;2317.276367;136887.921875;136910.687500
4;66;1567.549072;139240.703125;139261.125000
4;67;1790.126343;140842.218750;140852.875000
4;68;2302.553223;142655.796875;142719.656250
4;69;4774.299805;145035.281250;145055.703125
4;70;1815.987305;149842.546875;149864.125000
4;71;858.896118;151686.546875;151705.046875
4;72;1119.872681;152578.234375;152593.578125
4;73;725.498230;153719.015625;153741.156250
4;74;1226.523682;154469.031250;154479.781250
4;75;3060.063477;155719.234375;155734.890625
4;76;1630.270752;158798.625000;158812.312500
4;77;331.651520;160455.078125;160479.421875
4;78;1940.871948;160814.484375;160831.437500
4;79;5433.079102;162783.953125;162796.312500
4;80;4602.547363;168244.812500;168285.406250
5;0;537.335754;20056.998047;20064.978516
5;1;436.438599;20609.890625;20623.390625
5;2;1214.836792;21063.041016;21081.556641
5;3;5912.887207;22297.580078;22311.490234
5;4;173.584503;28228.458984;28246.003906
5;5;133.252258;28433.900391;28451.222656
5;6;3018.220703;28590.128906;28615.439453
5;7;2435.416992;31644.994141;31654.718750
5;8;194.463226;34103.097656;34123.972656
5;9;3490.207031;34326.847656;34360.023438
5;10;598.549622;37854.937500;37872.613281
5;11;1758.116089;38480.019531;38492.925781
5;12;2206.094482;40261.746094;40277.332031
5;13;4880.700195;42485.824219;42496.292969
5;14;334.896271;47391.488281;47404.640625
5;15;1962.737061;47751.015625;47906.878906
5;16;2875.988281;49877.820313;49898.496094
5;17;3154.137207;52779.664063;52792.628906
5;18;1779.101929;55956.750000;55969.375000
5;19;973.428040;57757.769531;57764.785156
5;20;1028.499146;58747.359375;58761.187500
5;21;2933.630615;59794.312500;59810.816406
5;22;31.125692;62751.050781;62764.429688
5;23;5405.568359;62797.910156;62813.339844
5;24;1901.791016;68232.843750;68247.406250
5;25;1685.785034;70155.210938;70164.726563
5;26;760.007813;71854.507813;71866.765625
5;27;4803.741211;72638.640625;72661.875000
5;28;213.931458;77476.531250;77496.992188
5;29;2382.292236;77710.906250;77727.914063
5;30;2047.226196;80113.562500;80127.992188
5;31;1018.114197;82182.984375;82190.398438
5;32;1446.834595;83214.351563;83235.320313
5;33;10813.489258;84688.445313;84708.648438
5;34;1672.359863;95522.093750;95532.828125
5;35;3417.446777;97216.031250;97239.062500
5;36;2110.915771;100667.101563;100682.085938
5;37;1099.462158;102797.335938;102809.968750
5;38;2284.109375;103909.531250;103922.796875
5;39;1600.429688;106219.062500;106239.695313
5;40;1166.681641;107844.835938;107862.234375
5;41;1266.248169;109032.453125;109047.250000
5;42;383.839447;110314.625000;110322.421875
5;43;1508.940186;110720.914063;110728.328125
5;44;105.714722;112240.882813;112259.804688
5;45;491.160614;112365.835938;112380.875000
5;46;1581.228638;112884.867188;112907.968750
5;47;1435.792603;114503.257813;114515.476563
5;48;6295.924316;115958.187500;115976.484375
5;49;1397.127319;122283.359375;122316.523438
5;50;10.464699;123715.187500;123728.359375
5;51;548.144653;123746.398438;123777.164063
5;52;795.214050;124330.234375;124347.000000
5;53;286.065491;125142.742188;125161.734375
5;54;2213.649658;125455.304688;125469.851563
5;55;491.863098;127690.570313;127710.640625
5;56;1663.225830;128207.531250;128218.414063
5;57;2140.063965;129895.218750;129908.867188
5;58;334.030518;132061.406250;132084.406250
5;59;802.312012;132420.812500;132437.625000
5;60;809.435303;133253.734375;133276.031250
5;61;1976.955811;134097.500000;134121.328125
5;62;2041.966919;136100.890625;136114.953125
5;63;7.276644;138156.156250;138164.796875
5;64;5697.242188;138187.453125;138211.640625
5;65;3786.543945;143916.171875;143929.437500
5;66;41.318630;147724.875000;147737.640625
5;67;313.149475;147787.390625;147803.093750
5;68;1048.606934;148118.250000;148143.000000
5;69;1648.280151;149197.296875;149223.765625
5;70;489.990570;150873.859375;150895.187500
5;71;1688.339111;151389.562500;151400.531250
5;72;91.543739;153093.890625;153117.531250
5;73;77.091698;153218.687500;153240.078125
5;74;599.290833;153328.265625;153345.046875
5;75;300.980255;153953.343750;153960.734375
5;76;5317.377930;154265.859375;154279.656250
5;77;1672.923340;159611.203125;159630.437500
5;78;492.721863;161314.500000;161331.890625
5;79;782.536926;161830.187500;161849.906250
5;80;181.655762;162643.343750;162657.968750
5;81;654.317566;162846.515625;162853.781250
5;82;1837.592773;163518.453125;163531.515625
5;83;1063.406128;165374.125000;165396.984375
5;84;2595.760010;166473.859375;166481.078125
5;85;3176.719482;169079.765625;169088.328125
6;0;291.424744;25553.119141;25564.220703
6;1;183.461349;25865.662109;25887.896484
6;2;130.383621;26084.435547;26099.302734
6;3;217.943222;26242.265625;26267.910156
6;4;444.121490;26493.085938;26637.595703
6;5;1073.716309;27086.939453;27104.242188
6;6;702.644836;28181.412109;28189.396484
6;7;1160.456665;28902.679688;28919.662109
6;8;45.560394;30090.320313;30109.539063
6;9;1894.852661;30156.031250;30177.537109
6;10;433.707397;32082.548828;32091.671875
6;11;3277.843994;32535.724609;32555.365234
6;12;331.507446;35842.671875;35859.476563
6;13;725.849121;36202.062500;36216.261719
6;14;1731.971802;36956.625000;36970.882813
6;15;309.797272;38714.746094;38722.089844
6;16;98.071800;39042.933594;39050.746094
6;17;2786.984131;39152.320313;39172.382813
6;18;619.904785;41965.867188;41973.667969
6;19;2479.209961;42595.066406;42607.382813
6;20;744.626099;45099.996094;45117.347656
6;21;1476.369141;45866.386719;45896.343750
6;22;5167.171387;47375.917969;47387.472656
6;23;4433.152832;52560.945313;52588.085938
6;24;266.025452;57035.691406;57052.128906
6;25;1643.693115;57332.605469;57344.453125
6;26;2667.891357;58997.343750;59005.527344
6;27;1725.308228;61685.136719;61703.113281
6;28;7970.717773;63430.617188;63447.335938
6;29;940.532227;71431.343750;71457.281250
6;30;2546.096924;72404.125000;72418.437500
6;31;1792.817017;74976.867188;75006.945313
6;32;719.454224;76803.976563;76811.398438
6;33;1629.994873;77538.945313;77549.898438
6;34;87.968765;79185.390625;79202.617188
6;35;223.532257;79300.929688;79316.585938
6;36;74.555954;79550.976563;79562.304688
6;37;869.426941;79644.726563;79657.960938
6;38;404.653717;80536.304688;80548.273438
6;39;1569.287476;80958.039063;80990.546875
6;40;3677.300293;82573.734375;82597.835938
6;41;1405.121094;86283.984375;86298.820313
6;42;633.431396;87709.148438;87721.093750
6;43;5164.747070;88365.492188;88390.437500
6;44;5173.648926;93560.640625;93574.148438
6;45;188.216949;98754.023438;98769.328125
6;46;1253.870605;98972.773438;98996.437500
6;47;244.872940;100260.843750;100282.890625
6;48;352.072510;100542.132813;100559.453125
6;49;1637.870361;100917.164063;100937.664063
6;50;2391.149658;102578.382813;102595.867188
6;51;6911.974121;104987.773438;105001.460938
6;52;1627.652100;111926.750000;111937.406250
6;53;2470.583984;113565.687500;113579.218750
6;54;2012.533691;116051.960938;116068.273438
6;55;3277.843994;118088.085938;118100.117188
6;56;2206.278564;121392.585938;121410.554688
6;57;3215.643311;123621.390625;123639.000000
6;58;458.885071;126862.359375;126876.656250
6;59;503.841217;127346.687500;127361.937500
6;60;141.817307;127878.093750;127905.125000
6;61;1530.209595;128049.953125;128065.609375
6;62;1493.940552;129598.304688;129618.578125
6;63;2269.248047;131113.921875;131126.500000
6;64;1193.217407;133409.984375;133427.218750
6;65;278.474396;134628.859375;134645.718750
6;66;1732.407227;134927.828125;134936.156250
6;67;3705.516113;136680.390625;136697.640625
6;68;1218.986816;140404.703125;140421.640625
6;69;400.324371;141649.375000;141663.281250
6;70;1303.964355;142077.671875;142086.546875
6;71;369.544250;143390.312500;143410.671875
6;72;3803.641357;143791.171875;143803.843750
6;73;1622.150391;147615.468750;147631.109375
6;74;2248.475342;149259.812500;149274.671875
6;75;2118.647217;151530.250000;151550.500000
6;76;189.088898;153672.109375;153683.437500
6;77;42.066605;153875.046875;153891.406250
6;78;5529.551758;153937.750000;153947.343750
6;79;624.320068;159486.250000;159507.156250
6;80;5180.147461;160142.562500;160162.984375
6;81;3620.915771;165358.500000;165375.484375
6;82;1227.312744;169001.375000;169015.968750
7;0;1195.324463;23000.781250;23015.828125
7;1;93.397522;24224.855469;24247.156250
7;2;939.067566;24349.892578;24361.771484
7;3;1186.467529;25303.156250;25329.101563
7;4;780.822510;26524.310547;26647.253906
7;5;193.387222;27430.748047;27451.337891
7;6;127.519218;27650.312500;27662.406250
7;7;1115.923096;27790.970703;27814.910156
7;8;2369.677490;28933.955078;28948.228516
7;9;2680.209229;31331.648438;31350.947266
7;10;2914.667969;34040.523438;34058.800781
7;11;1944.741577;36987.839844;37002.562500
7;12;1233.297119;38949.125000;38964.031250
7;13;1625.587280;40199.277344;40212.449219
7;14;1296.480835;41840.695313;41858.941406
7;15;1222.920288;43162.355469;43177.382813
7;16;2280.860840;44412.476563;44426.554688
7;17;3743.635010;46719.664063;46730.757813
7;18;909.130127;50487.023438;50515.730469
7;19;2393.774170;51428.457031;51451.449219
7;20;2478.366699;53858.714844;53877.953125
7;21;213.999374;56363.156250;56390.972656
7;22;2885.781982;56613.156250;56624.312500
7;23;1040.169922;59513.007813;59534.828125
7;24;2334.460449;60575.640625;60589.082031
7;25;1125.757813;62938.574219;62953.343750
7;26;655.503113;64089.519531;64193.164063
7;27;1254.213623;64855.949219;64877.597656
7;28;830.034180;66137.312500;66152.429688
7;29;38.952278;66997.562500;67011.367188
7;30;3000.904541;67060.039063;67071.109375
7;31;1448.219238;70077.156250;70094.382813
7;32;1659.723755;71556.664063;71570.320313
7;33;536.856689;73232.421875;73240.085938
7;34;1175.890747;73779.343750;73795.226563
7;35;1920.837280;74976.859375;75000.882813
7;36;3077.901367;76928.984375;76942.742188
7;37;1242.705078;80035.335938;80053.734375
7;38;2176.518555;81302.023438;81313.351563
7;39;1512.967896;83499.789063;83511.625000
7;40;1478.157593;85032.289063;85059.445313
7;41;610.772095;86549.632813;86569.312500
7;42;4551.987793;87190.343750;87205.101563
7;43;4879.299805;91761.210938;91792.921875
7;44;330.139160;96681.093750;96688.773438
7;45;6334.676758;97024.882813;97167.757813
7;46;786.512390;103510.210938;103522.187500
7;47;719.979065;104315.828125;104328.320313
7;48;822.561096;105050.343750;105079.000000
7;49;503.605652;105906.554688;105929.179688
7;50;1120.193237;106437.851563;106460.789063
7;51;510.526886;107594.773438;107619.101563
7;52;173.517929;108141.617188;108161.398438
7;53;3122.478760;108344.890625;108399.570313
7;54;606.551819;111533.507813;111544.492188
7;55;622.486145;112162.710938;112174.867188
7;56;4519.562500;112806.757813;112827.851563
7;57;3846.200684;117348.132813;117372.312500
7;58;1892.807251;121220.632813;121237.570313
7;59;1224.158203;123131.328125;123142.562500
7;60;11.753577;124377.070313;124404.531250
7;61;619.821533;124423.960938;124441.375000
7;62;3048.819336;125064.492188;125085.515625
7;63;3276.272949;128143.843750;128169.812500
7;64;286.065491;131451.937500;131472.921875
7;65;272.380066;131764.484375;131786.062500
7;66;453.670959;132061.390625;132078.390625
7;67;820.260071;132545.796875;132563.703125
7;68;2802.536865;133394.312500;133411.656250
7;69;3820.474121;136225.906250;136243.000000
7;70;1820.229126;140069.109375;140083.906250
7;71;1266.248169;141905.765625;141918.484375
7;72;839.113220;143187.171875;143194.781250
7;73;765.638733;144041.187500;144049.984375
7;74;5055.551270;144815.765625;144829.312500
7;75;163.491104;149889.406250;149911.171875
7;76;1649.532959;150076.984375;150084.765625
7;77;400.100708;151749.000000;151778.312500
7;78;3060.063477;152187.343750;152195.875000
7;79;184.732834;155265.984375;155284.453125
7;80;3884.995605;155469.187500;155482.906250
7;81;6196.111328;159376.843750;159388.187500
7;82;1807.681274;165592.828125;165605.187500
7;83;5475.068359;167416.109375;167428.312500
8;0;1247.482910;21766.218750;21778.539063
8;1;5749.554199;23031.794922;23096.646484
