
HORA INICIO DE MEDICION:  Fri Oct  7 10:59:27 2022

HORA FIN DE MEDICION: Fri Oct  7 11:04:27 2022
 

Parametros del experimento: 
Nº Usuarios: 200; Tpo. Reflex (seg): 2.000000; IP servidor: 192.168.203.244; Transitorio (seg): 60; Medicion (seg): 300 
N. usu.; N. pet.; Tpo Reflex(Seg); Tpo. Ini.(mseg); Tpo. Fin(mseg)
0;0;0.207895;62807.894531;63340.289063
0;1;1.520264;63553.839844;64213.570313
0;2;0.158662;65737.382813;66135.601563
0;3;7.236784;66302.007813;66477.554688
0;4;0.015810;73726.109375;74020.687500
0;5;0.697621;74037.140625;74366.460938
0;6;0.127194;75065.187500;75395.679688
0;7;7.967436;75533.984375;76059.257813
0;8;2.791909;84036.437500;84318.648438
0;9;2.913358;87120.453125;87631.531250
0;10;1.327059;90551.156250;90658.445313
0;11;0.747640;91989.429688;92252.656250
0;12;1.784309;93005.156250;93469.320313
0;13;4.124451;95259.578125;95531.953125
0;14;8.713845;99669.921875;100035.648438
0;15;0.750747;108763.734375;109253.398438
0;16;0.357028;110016.015625;110412.109375
0;17;0.266235;110770.296875;111018.148438
0;18;0.479879;111287.421875;111495.312500
0;19;0.153712;111975.304688;112155.687500
0;20;0.638213;112309.726563;112437.023438
0;21;2.716200;113077.804688;113200.210938
0;22;2.045189;115930.359375;116522.250000
0;23;0.007399;118579.312500;118942.132813
0;24;0.773710;118954.296875;119210.984375
0;25;5.145463;119987.039063;120464.390625
0;26;1.961923;125610.773438;126281.953125
0;27;7.301530;128253.421875;128568.789063
0;28;0.253307;135881.562500;136056.000000
0;29;6.190710;136319.531250;136414.437500
0;30;1.817653;142614.140625;143135.328125
0;31;3.630266;144966.812500;145101.718750
0;32;0.625405;148746.812500;149035.750000
0;33;0.124269;149674.875000;149982.093750
0;34;0.722255;150112.437500;150418.203125
0;35;1.803466;151153.984375;151556.531250
0;36;1.560212;153366.000000;153917.562500
0;37;0.209182;155484.609375;155920.828125
0;38;0.302045;156132.875000;156685.140625
0;39;2.000382;156988.687500;157552.640625
0;40;1.568084;159554.187500;160093.796875
0;41;1.214165;161668.890625;162182.375000
0;42;3.971578;163410.015625;163783.718750
0;43;1.293682;167756.015625;168397.890625
0;44;3.582848;169695.593750;170125.296875
0;45;1.581902;173708.531250;173837.109375
0;46;1.095447;175428.500000;175716.765625
0;47;0.320157;176812.703125;177024.546875
0;48;0.505491;177345.406250;177714.046875
0;49;3.300922;178220.578125;178333.125000
0;50;1.032177;181635.656250;182144.281250
0;51;2.581286;183181.359375;183562.734375
0;52;1.284147;186151.203125;186596.875000
0;53;1.299518;187889.906250;188237.625000
0;54;0.069936;189548.328125;189889.906250
0;55;0.436970;189970.781250;190348.578125
0;56;0.218011;190799.406250;191105.234375
0;57;0.087076;191331.156250;191655.171875
0;58;0.518184;191753.000000;192279.453125
0;59;0.460959;192800.453125;193360.203125
0;60;1.524184;193832.328125;194286.265625
0;61;2.271527;195811.921875;196554.562500
0;62;2.002873;198827.390625;199385.453125
0;63;3.012707;201391.265625;201780.890625
0;64;0.671919;204802.859375;205134.234375
0;65;1.537174;205805.921875;206167.500000
0;66;0.336484;207709.375000;208048.562500
0;67;1.940228;208393.421875;208777.578125
0;68;1.193882;210727.625000;211045.187500
0;69;0.465268;212244.171875;212597.031250
0;70;5.293986;213072.796875;213366.375000
0;71;0.202214;218663.078125;218908.406250
0;72;0.309583;219116.250000;219349.562500
0;73;0.512419;219663.203125;219922.312500
0;74;0.437502;220438.203125;220723.078125
0;75;1.221121;221172.656250;221285.187500
0;76;0.396823;222517.437500;222846.796875
0;77;5.545116;223252.812500;223487.781250
0;78;0.135210;229033.406250;229259.640625
0;79;1.159367;229409.468750;229736.750000
0;80;2.175794;230899.171875;231212.218750
0;81;1.775985;233389.468750;234022.859375
0;82;1.945064;235810.843750;235952.265625
0;83;3.320733;237907.312500;238478.609375
0;84;2.615073;241811.359375;242178.625000
0;85;7.392892;244801.250000;245258.250000
0;86;0.887134;252657.625000;253064.031250
0;87;5.951999;253965.312500;254277.734375
0;88;0.340243;260230.984375;260538.281250
0;89;1.370548;260880.312500;261140.453125
0;90;0.984282;262523.750000;263044.187500
0;91;0.176316;264041.625000;264361.625000
0;92;0.107904;264542.343750;264847.531250
