
HORA INICIO DE MEDICION:  Fri Oct  7 10:49:42 2022

HORA FIN DE MEDICION: Fri Oct  7 10:54:42 2022
 

Parametros del experimento: 
Nº Usuarios: 125; Tpo. Reflex (seg): 2.000000; IP servidor: 192.168.203.244; Transitorio (seg): 60; Medicion (seg): 300 
N. usu.; N. pet.; Tpo Reflex(Seg); Tpo. Ini.(mseg); Tpo. Fin(mseg)
0;0;0.015810;65916.921875;65955.351563
0;1;0.697621;65979.414063;66062.203125
0;2;0.127194;66770.843750;66893.500000
0;3;7.967436;67025.234375;67068.132813
0;4;2.791909;75049.468750;75130.320313
0;5;2.913358;77924.593750;78155.515625
0;6;1.327059;81074.875000;81125.898438
0;7;0.747640;82454.539063;82538.687500
0;8;1.784309;83287.664063;83334.914063
0;9;4.124451;85124.484375;85150.148438
0;10;8.713845;89277.929688;89380.617188
0;11;0.750747;98095.164063;98180.265625
0;12;0.357028;98939.093750;99012.062500
0;13;0.266235;99378.578125;99427.140625
0;14;0.479879;99693.601563;99746.570313
0;15;0.153712;100228.000000;100254.718750
0;16;0.638213;100415.554688;100578.312500
0;17;2.716200;101218.679688;101320.515625
0;18;2.045189;104047.343750;104103.015625
0;19;0.007399;106156.046875;106223.859375
0;20;0.773710;106234.140625;106311.687500
0;21;5.145463;107094.742188;107194.187500
0;22;1.961923;112343.101563;112436.609375
0;23;7.301530;114402.828125;114510.945313
0;24;0.253307;121812.851563;122024.742188
0;25;6.190710;122290.515625;122401.640625
0;26;1.817653;128603.125000;128682.429688
0;27;3.630266;130502.484375;130574.851563
0;28;0.625405;134208.375000;134248.500000
0;29;0.124269;134886.656250;134929.343750
0;30;0.722255;135058.609375;135131.234375
0;31;1.803466;135855.562500;135936.140625
0;32;1.560212;137750.328125;137800.500000
0;33;0.209182;139361.078125;139410.203125
0;34;0.302045;139627.906250;139677.609375
0;35;2.000382;139987.328125;140018.000000
0;36;1.568084;142024.125000;142095.250000
0;37;1.214165;143672.828125;143739.343750
0;38;3.971578;144960.531250;145016.625000
0;39;1.293682;148994.875000;149193.718750
0;40;3.582848;150502.140625;150529.906250
0;41;1.581902;154120.281250;154170.328125
0;42;1.095447;155765.765625;155805.843750
0;43;0.320157;156902.625000;156949.296875
0;44;0.505491;157280.968750;157311.656250
0;45;3.300922;157831.625000;157896.906250
0;46;1.032177;161201.640625;161252.625000
0;47;2.581286;162299.125000;162358.406250
0;48;1.284147;164941.203125;164978.250000
0;49;1.299518;166273.078125;166349.156250
0;50;0.069936;167649.078125;167694.718750
0;51;0.436970;167778.015625;167891.375000
0;52;0.218011;168327.796875;168429.468750
0;53;0.087076;168655.906250;168677.906250
0;54;0.518184;168765.328125;168802.765625
0;55;0.460959;169327.890625;169389.406250
0;56;1.524184;169859.140625;169887.921875
0;57;2.271527;171416.265625;171595.515625
0;58;2.002873;173877.453125;173936.343750
0;59;3.012707;175940.218750;175990.828125
0;60;0.671919;179007.312500;179080.843750
0;61;1.537174;179761.656250;179818.500000
0;62;0.336484;181360.671875;181464.328125
0;63;1.940228;181813.812500;181850.093750
0;64;1.193882;183798.437500;183862.593750
0;65;0.465268;185064.843750;185109.609375
0;66;5.293986;185580.437500;185637.265625
0;67;0.202214;190940.937500;191006.109375
0;68;0.309583;191213.218750;191258.750000
0;69;0.512419;191576.312500;191600.312500
0;70;0.437502;192123.578125;192170.937500
0;71;1.221121;192612.625000;192675.468750
0;72;0.396823;193912.296875;193946.656250
0;73;5.545116;194357.671875;194414.453125
0;74;0.135210;199963.578125;200026.125000
0;75;1.159367;200166.703125;200210.921875
0;76;2.175794;201384.937500;201477.312500
0;77;1.775985;203659.484375;203909.109375
0;78;1.945064;205695.453125;205768.078125
0;79;3.320733;207723.187500;207795.406250
0;80;2.615073;211120.484375;211192.781250
0;81;7.392892;213815.484375;213854.437500
0;82;0.887134;221246.765625;221282.531250
0;83;5.951999;222175.890625;222234.000000
0;84;0.340243;228191.375000;228267.328125
0;85;1.370548;228613.687500;228640.250000
0;86;0.984282;230023.984375;230084.328125
0;87;0.176316;231078.046875;231158.937500
0;88;0.107904;231344.625000;231425.062500
0;89;6.137480;231537.375000;231582.812500
0;90;1.092283;237733.125000;237776.828125
0;91;0.572619;238880.437500;238920.078125
0;92;0.867919;239495.734375;239580.125000
0;93;5.861899;240458.218750;240510.125000
0;94;6.071603;246384.390625;246526.906250
0;95;1.676731;252602.671875;252688.296875
0;96;0.802039;254379.640625;254423.984375
0;97;0.445341;255230.593750;255273.265625
0;98;2.148803;255730.640625;255797.718750
0;99;6.620879;257947.437500;258103.906250
0;100;3.927601;264733.843750;264767.093750
0;101;2.215312;268707.406250;268773.843750
0;102;1.187241;270993.000000;271052.156250
0;103;4.217286;272246.281250;272317.906250
0;104;1.954449;276538.687500;276637.500000
0;105;3.008307;278601.843750;278755.687500
0;106;0.301903;281775.750000;281901.906250
0;107;0.212370;282217.375000;282331.531250
0;108;0.020121;282545.531250;282611.468750
0;109;1.864544;282639.218750;282701.093750
0;110;0.579784;284573.718750;284615.125000
0;111;0.692523;285206.562500;285253.968750
0;112;4.595853;285957.437500;286014.718750
0;113;1.046546;290613.000000;290680.406250
0;114;3.717620;291731.031250;291775.718750
0;115;0.757599;295495.843750;295541.093750
0;116;0.144899;296299.593750;296480.750000
0;117;0.615998;296627.718750;296700.031250
0;118;4.878600;297322.031250;297400.656250
0;119;5.641135;302293.031250;302327.437500
0;120;1.139091;307977.468750;308048.093750
0;121;0.591646;309187.500000;309338.781250
0;122;0.655927;309941.500000;310104.093750
0;123;0.091863;310759.843750;310823.343750
0;124;3.564626;310916.125000;310979.093750
0;125;6.075419;314557.562500;314680.593750
0;126;1.238619;320757.843750;320855.687500
0;127;4.274403;322105.125000;322144.437500
0;128;1.784309;326427.406250;326489.218750
0;129;1.870134;328280.187500;328345.625000
0;130;1.316893;330218.968750;330292.281250
0;131;1.476114;331609.718750;331670.187500
0;132;1.728492;333158.562500;333197.781250
0;133;4.184870;334926.031250;334992.406250
0;134;0.198773;339178.812500;339241.312500
0;135;0.116037;339445.093750;339514.562500
0;136;6.927508;339632.593750;339677.250000
0;137;1.035555;346608.000000;346638.906250
0;138;0.975216;347686.718750;347756.937500
0;139;2.160094;348737.437500;348782.250000
0;140;1.103697;350957.406250;350988.406250
0;141;0.282618;352099.093750;352162.718750
